"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"868","Xavier Parent","N.J","C","5","42.766666666666666","0","0","0","0","0","-","2","0.00","0.25","6","6","2","1","0","0","2","1","1","0","0","0","1","1","7","4","1","0","0","-"
"869","Luca Pinelli","CBJ","C","3","35.96666666666667","0","0","0","0","0","0.00","4","0.00","0.45","8","7","7","1","0","4","0","0","0","0","0","0","2","0","2","3","1","0","0","-"
"870","Jason Polin","COL","R","3","20.1","0","0","0","0","0","0.00","0","-","0.18","2","2","2","0","0","1","0","0","0","0","0","0","0","0","9","3","3","0","0","-"
"871","Cole McWard","NYI","D","3","41.2","0","0","0","0","0","0.00","1","0.00","0.02","1","1","0","0","0","0","0","0","0","0","0","0","3","2","4","5","5","0","0","-"
"872","Zayne Parekh","CGY","D","17","208.41666666666666","0","0","0","0","0","0.00","10","0.00","0.55","37","17","13","1","0","2","2","1","1","0","0","5","20","4","5","29","7","0","0","-"
"873","Jett Luchanko","PHI","C","4","35.266666666666666","0","0","0","0","0","-","1","0.00","0.16","2","2","2","1","0","0","2","1","1","0","0","1","1","0","2","5","3","11","10","52.38"
"874","Sam Morton","CGY","C","3","24.116666666666667","0","0","0","0","0","-","3","0.00","0.65","7","5","4","2","0","1","10","1","0","0","1","1","2","1","9","0","1","11","8","57.89"
"875","Jacob Quillan","TOR","C","5","39.166666666666664","0","0","0","0","0","0.00","2","0.00","0.18","4","3","2","1","0","0","0","0","0","0","0","0","2","1","10","5","2","9","13","40.91"
"876","Mikulas Hovorka","FLA","D","1","10.466666666666667","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","1","3","0","0","3","0","0","0","-"
"877","Arttu Hyry","DAL","R","4","39.916666666666664","0","0","0","0","0","0.00","9","0.00","1.36","12","12","9","6","0","1","0","0","0","0","0","1","5","0","6","3","0","23","11","67.65"
"878","Kai Uchacz","VGK","C","3","34.55","0","0","0","0","0","0.00","2","0.00","0.14","3","2","1","1","0","1","5","1","0","1","0","1","1","0","7","3","3","12","13","48.00"
"879","Braeden Cootes","VAN","C","3","28.916666666666668","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","3","1","1","5","7","41.67"
