"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"608","Johnathan Kovacevic","N.J","D","15","0.6666666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"609","Jacob Bryson","BUF","D","35","0.05","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"610","Olle Lycksell","OTT","R","7","0.4666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"611","Nick Perbix","NSH","D","59","6.166666666666667","0","0","0","0","0","-","1","0.00","0.04","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"612","Ben Jones","MIN","C","26","2.216666666666667","0","0","0","0","0","0.00","1","0.00","0.07","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","100.00"
"613","Alexey Toropchenko","STL","R","46","1.8166666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"614","Morgan Barron","WPG","C","52","2.0166666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","2","33.33"
"615","Parker Kelly","COL","C","61","4.266666666666667","0","0","0","0","0","-","1","0.00","0.18","2","2","1","1","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0.00"
"616","Zach Whitecloud","CGY, VGK","D","60","4.05","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"617","Eric Robinson","CAR","L","49","3.05","0","0","0","0","0","-","1","0.00","0.1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"618","Martin Fehérváry","WSH","D","63","3.5","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"619","Isac Lundeström","CBJ","C","47","2.8166666666666664","0","0","0","0","0","-","1","0.00","0.07","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","33.33"
"620","Mattias Samuelsson","BUF","D","60","3.1666666666666665","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"621","Joe Veleno","MTL","C","49","3.1166666666666667","0","0","0","0","0","-","1","0.00","0.09","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"622","Patrick Giles","S.J","R","3","0.016666666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"623","Michael Callahan","BOS","D","5","0.06666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"624","Jesperi Kotkaniemi","CAR","C","37","9.566666666666666","0","0","0","0","0","0.00","1","0.00","0.04","1","1","0","0","0","0","2","1","1","0","0","0","1","0","0","0","0","3","0","100.00"
"625","Alec Regula","EDM","D","29","0.35","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"626","Ty Emberson","EDM","D","58","0.6666666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"627","Jack Drury","COL","C","61","14.316666666666666","0","0","0","0","0","-","1","0.00","0.43","4","2","3","1","0","0","0","0","0","0","0","0","1","0","0","0","0","4","6","40.00"
"628","Oskar Bäck","DAL","C","52","2.4166666666666665","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"629","Filip Hallander","PIT","C","13","3.716666666666667","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"630","Ty Dellandrea","S.J","C","42","5.65","0","0","0","0","0","-","1","0.00","0.25","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","6","5","54.55"
"631","Jack McBain","UTA","C","62","26.1","0","0","0","0","0","-","4","0.00","0.71","6","6","6","4","0","0","2","1","1","0","0","1","1","0","1","0","0","7","6","53.85"
"632","Adam Boqvist","NYI","D","21","5.9","0","0","0","0","0","0.00","1","0.00","0.03","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"633","Adam Ginning","PHI","D","5","0.016666666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"634","Curtis Douglas","T.B","C","29","0.4","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"635","Nils Lundkvist","DAL","D","35","2.8666666666666667","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"636","Jacob Bernard-Docker","DET","D","47","1.0666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"637","Jordan Harris","BOS","D","6","0.4","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"638","Michael Kesselring","BUF","D","29","0.016666666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"639","Ilya Lyubushkin","DAL","D","44","1.2666666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","-"
"640","Connor Dewar","PIT","C","61","1.7","0","0","0","0","0","-","1","0.00","0.14","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"641","Declan Chisholm","WSH","D","25","8.15","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","-"
"642","Pontus Holmberg","T.B","R","53","4.75","0","0","0","0","0","-","0","-","0.12","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"643","Tyler Tucker","STL","D","57","2.2666666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"644","Alexander Romanov","NYI","D","15","1.3666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"645","Martin Pospisil","CGY","C","10","1.0666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"646","Jack St. Ivany","PIT","D","17","0.06666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"647","Cole Koepke","WPG","L","45","0.31666666666666665","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"648","Spencer Stastney","EDM, NSH","D","61","3.066666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"649","Hugh McGing","STL","L","3","1.3","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","66.67"
"650","Simon Benoit","TOR","D","55","0.36666666666666664","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"651","Cole Reinhardt","VGK","L","44","3.6166666666666667","0","0","0","0","0","-","1","0.00","0.13","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"652","Jake Christiansen","CBJ","D","33","0.06666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"653","Brayden Pachal","CGY","D","28","0.05","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"654","Egor Zamula","CBJ, PHI","D","26","0.1","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"655","Jonathan Aspirot","BOS","D","41","2.6","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"656","Kyle MacLean","NYI","C","47","1.8666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"657","Nico Sturm","MIN","C","40","1.3666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"658","Blake Lizotte","PIT","C","50","2.1666666666666665","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"659","Noah Philp","CAR, EDM","C","17","0.25","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"660","Brett Leason","WSH","R","6","1.9666666666666668","0","0","0","0","0","-","1","0.00","0.18","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"661","Matthew Robertson","NYR","D","52","3.3166666666666664","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"662","Kaedan Korczak","VGK","D","63","3.0166666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"663","Alex Turcotte","L.A","C","54","17.95","0","0","0","0","0","-","2","0.00","1.05","4","4","4","4","0","2","0","0","0","0","0","0","1","0","1","2","0","7","3","70.00"
"664","Nils Hoglander","VAN","L","23","4.116666666666666","0","0","0","0","0","-","0","-","0.11","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"665","John Beecher","BOS, CGY","C","29","2.1","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"666","Drew Helleson","ANA","D","51","5.066666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"667","Alex Vlasic","CHI","D","61","3.8166666666666664","0","0","0","0","0","-","2","0.00","0.08","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"668","Ville Heinola","WPG","D","3","5.566666666666666","0","0","0","0","0","-","1","0.00","0.02","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"669","Philip Tomasino","PIT","R","9","2.216666666666667","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"670","Jakob Pelletier","T.B","L","2","1.0166666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"671","Jayden Struble","MTL","D","41","0.5","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"672","Philip Broberg","STL","D","61","47.71666666666667","0","0","0","0","0","0.00","4","0.00","0.26","9","5","5","0","0","1","2","1","1","0","0","0","3","2","0","0","1","0","0","-"
"673","Victor Soderstrom","BOS","D","8","0.45","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"674","Tobias Bjornfot","FLA","D","11","0.4","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"675","Jordan Spence","OTT","D","52","51.016666666666666","0","0","0","0","0","0.00","4","0.00","0.3","7","6","3","0","0","0","2","1","1","0","0","0","3","0","1","1","1","0","0","-"
"676","Albert Johansson","DET","D","63","15.666666666666666","0","0","0","0","0","-","1","0.00","0.18","4","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","-"
"677","Ilya Mikheyev","CHI","R","57","3.466666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"678","Joel Kiviranta","COL","L","31","2.1","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"679","Cole Schwindt","FLA","R","22","3.7666666666666666","0","0","0","0","0","-","0","-","0.11","2","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","75.00"
"680","Matěj Blümel","BOS","R","4","6.0","0","0","0","0","0","0.00","2","0.00","0.28","2","2","2","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","-"
"681","Max Crozier","T.B","D","34","2.033333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"682","Elmer Soderblom","DET","L","39","3.7666666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"683","Adam Edstrom","NYR","C","26","0.25","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"684","Andre Lee","L.A","L","7","0.11666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"685","Nikita Nesterenko","ANA","C","29","2.216666666666667","0","0","0","0","0","-","1","0.00","0.14","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"686","Tye Kartye","NYR, SEA","L","44","1.8666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"687","Louis Crevier","CHI","D","59","3.6166666666666667","0","0","0","0","0","-","1","0.00","0.11","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"688","Jacob Gaucher","PHI","C","3","0.1","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"689","Drew O'Connor","VAN","L","62","12.716666666666667","0","0","0","0","0","0.00","2","0.00","0.67","7","5","3","3","0","1","0","0","0","0","0","0","0","0","1","0","0","3","3","50.00"
"690","Cole Smith","NSH, VGK","R","44","2.5","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"691","Mitchell Chaffee","T.B","R","7","8.5","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"692","Jack Ahcan","COL","D","9","0.3","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"693","Braden Schneider","NYR","D","62","23.066666666666666","0","0","0","0","0","0.00","2","0.00","0.1","4","2","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","-"
"694","Kaiden Guhle","MTL","D","21","1.1","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"695","Jack Finley","STL, T.B","C","27","4.866666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","4","42.86"
"696","Daemon Hunt","MIN","D","29","1.35","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"697","Tyler Kleven","OTT","D","56","5.166666666666667","0","0","0","0","0","-","0","-","0.04","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"698","Ozzy Wiesblatt","NSH","C","32","1.8666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"699","Justin Barron","NSH","D","35","11.016666666666667","0","0","0","0","0","-","0","-","0.04","2","1","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","-"
"700","Lukas Reichel","CHI, VAN","L","19","6.866666666666667","0","0","0","0","0","-","1","0.00","0.15","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"701","Sam Colangelo","ANA","R","9","4.016666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"702","Alexander Holtz","VGK","R","28","12.516666666666667","0","0","0","0","0","-","2","0.00","0.36","4","4","3","1","0","0","4","2","2","0","0","0","2","0","0","0","0","0","2","0.00"
"703","Donovan Sebrango","FLA, OTT","D","24","0.8166666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"704","Brett Berard","NYR","L","13","0.016666666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"705","Hendrix Lapierre","WSH","C","59","9.216666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","3","25.00"
"706","Brendan Brisson","NYR","C","3","2.7666666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"707","Yan Kuznetsov","CGY","D","47","3.9166666666666665","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"708","Shakir Mukhamadullin","S.J","D","30","1.6666666666666665","0","0","0","0","0","-","0","-","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"709","Bogdan Trineyev","WSH","R","2","0.4666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"710","Landon Slaggert","CHI","L","34","0.26666666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"711","Wyatt Kaiser","CHI","D","58","2.966666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"712","Ian Moore","ANA","D","47","1.7","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"713","Ethan Cardwell","S.J","R","7","1.0666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"714","Rory Kerins","CGY","C","2","2.85","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"715","Artem Zub","OTT","D","60","5.916666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"716","Jeff Malott","L.A","L","44","0.21666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"717","Matt Rempe","NYR","C","26","8.016666666666667","0","0","0","0","0","0.00","0","-","0.25","2","1","2","2","0","1","0","0","0","0","0","0","0","0","1","0","0","1","1","50.00"
"718","Ilya Solovyov","COL, PIT","D","21","0.8","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"719","Egor Chinakhov","CBJ, PIT","R","52","42.416666666666664","0","0","0","0","0","0.00","8","0.00","0.46","12","11","3","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"720","Adam Wilsby","NSH","D","45","1.55","0","0","0","0","0","-","0","-","0.02","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"721","Matthew Kessel","STL","D","26","0.26666666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"722","Josh Dunne","BUF","C","31","1.1166666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0.00"
"723","Owen Power","BUF","D","61","70.86666666666666","0","0","0","0","0","0.00","7","0.00","0.66","14","11","4","2","0","2","0","0","0","0","0","0","1","0","0","1","1","0","0","-"
"724","Aatu Raty","VAN","C","46","6.066666666666666","0","0","0","0","0","-","2","0.00","0.33","3","3","3","1","0","0","0","0","0","0","0","0","0","0","1","1","0","10","2","83.33"
"725","Samuel Helenius","L.A","C","33","0.9","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"726","Logan Mailloux","STL","D","47","11.216666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","-"
"727","Zachary L'Heureux","NSH","L","5","2.3666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"728","Brennan Othmann","NYR","L","17","4.9","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","2","0","0","0","-"
"729","Joshua Roy","MTL","R","3","0.35","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"730","Ryan Winterton","SEA","C","56","3.3166666666666664","0","0","0","0","0","-","0","-","0.1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"731","Fedor Svechkov","NSH","C","50","18.166666666666668","0","0","0","0","0","-","3","0.00","0.29","6","4","3","0","0","0","2","1","1","0","0","0","1","0","0","1","0","1","2","33.33"
"732","Nikita Chibrikov","WPG","R","8","0.21666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"733","Ethan Del Mastro","CHI","D","4","0.016666666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"734","Zack Ostapchuk","S.J","C","37","0.9166666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0.00"
"735","Vincent Iorio","NYR, S.J","D","26","1.65","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"736","Jacob Melanson","SEA","R","26","0.3","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"737","Tyson Kozak","BUF","C","39","1.9666666666666668","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","75.00"
"738","Joel Nystrom","CAR","D","37","1.9166666666666665","0","0","0","0","0","-","1","0.00","0.05","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"739","Emil Lilleberg","T.B","D","35","1.9166666666666665","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"740","Zakhar Bardakov","COL","C","47","3.4166666666666665","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"741","Arber Xhekaj","MTL","D","52","0.2","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"742","Avery Hayes","PIT","R","6","0.6166666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"743","Declan Carlile","T.B","D","36","0.06666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"744","Taylor Ward","L.A","R","19","19.65","0","0","0","0","0","-","3","0.00","0.57","8","6","5","2","0","1","0","0","0","0","0","0","1","0","1","1","0","0","0","-"
"745","Owen Beck","MTL","C","15","0.05","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"746","Lian Bichsel","DAL","D","31","0.95","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"747","Luca Del Bel Belluz","CBJ","C","13","1.0666666666666667","0","0","0","0","0","-","1","0.00","0.11","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"748","Jack Devine","FLA","R","6","0.6166666666666667","0","0","0","0","0","-","1","0.00","0.05","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"749","Conor Geekie","T.B","C","8","3.466666666666667","0","0","0","0","0","-","0","-","0.22","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"750","Hunter Haight","MIN","C","5","0.016666666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"751","Isaac Howard","EDM","L","28","14.166666666666666","0","0","0","0","0","-","0","-","0.18","3","2","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","-"
"752","David Jiricek","MIN","D","25","3.15","0","0","0","0","0","0.00","1","0.00","0.06","2","1","1","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","-"
"753","Aleksanteri Kaskimaki","STL","C","5","2.216666666666667","0","0","0","0","0","-","1","0.00","0.08","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"754","Joakim Kemell","NSH","R","3","7.85","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"755","Jiri Kulich","BUF","C","12","19.916666666666668","0","0","0","0","0","-","4","0.00","0.32","7","6","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","4","10","28.57"
"756","Brad Lambert","WPG","C","4","0.5","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"757","Jonathan Lekkerimäki","VAN","R","13","19.766666666666666","0","0","0","0","0","-","1","0.00","0.07","5","1","2","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"758","Rutger McGroarty","PIT","R","20","2.716666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"759","Liam Ohgren","MIN, VAN","L","49","17.55","0","0","0","0","0","-","1","0.00","0.49","7","4","5","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"760","Owen Pickering","PIT","D","4","0.016666666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"761","Matthew Poitras","BOS","C","3","2.2666666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","100.00"
"762","Elias Salomonsson","WPG","D","18","1.0666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"763","Reid Schaefer","NSH","L","28","0.4166666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
