"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"301","Alex Steeves","BOS","C","39","38.6","1","2","1","1","3","50.00","4","25.00","0.76","11","8","7","0","0","0","0","0","0","0","0","1","3","0","3","2","0","1","0","100.00"
"302","Ville Koivunen","PIT","R","27","21.616666666666667","1","2","0","2","3","75.00","2","50.00","0.3","5","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"303","Olen Zellweger","ANA","D","61","55.766666666666666","1","2","0","2","3","60.00","6","16.67","0.39","13","7","3","0","0","1","0","0","0","0","0","0","2","2","0","0","0","0","0","-"
"304","Ryan Greene","CHI","C","61","72.86666666666666","1","2","1","1","3","37.50","6","16.67","0.94","13","9","11","4","0","1","0","0","0","0","0","0","4","1","1","3","0","19","25","43.18"
"305","Fraser Minten","BOS","C","62","48.46666666666667","1","2","2","0","3","50.00","7","14.29","1.65","15","13","13","5","0","0","0","0","0","0","0","0","1","0","0","2","0","14","20","41.18"
"306","Matt Savoie","EDM","C","63","31.116666666666667","2","1","0","1","3","75.00","4","50.00","1.17","6","5","6","4","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0.00"
"307","Stephen Halliday","OTT","C","28","52.05","0","3","3","0","3","60.00","5","0.00","1.21","10","8","7","6","0","0","0","0","0","0","0","0","5","0","0","3","0","2","3","40.00"
"308","Nate Danielson","DET","C","28","42.81666666666667","0","3","2","1","3","37.50","6","0.00","1.11","11","11","8","1","0","1","0","0","0","0","0","0","0","1","0","2","0","1","4","20.00"
"309","Nick Lardis","CHI","L","21","34.4","2","1","0","1","3","75.00","7","28.57","0.86","14","12","5","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","-"
"310","Tom Willander","VAN","D","50","64.15","0","3","1","2","3","50.00","5","0.00","0.39","15","10","5","0","0","3","0","0","0","0","0","0","4","0","0","0","1","0","0","-"
"311","Daniil But","UTA","L","28","38.56666666666667","1","2","0","2","3","100.00","7","14.29","1.36","11","10","8","5","0","1","0","0","0","0","0","0","0","0","1","2","0","0","1","0.00"
"312","Matvei Gridin","CGY","R","18","34.2","1","2","1","1","3","75.00","7","14.29","0.7","11","9","6","4","0","4","0","0","0","0","0","0","2","0","0","0","0","0","0","-"
"313","Igor Chernyshov","S.J","L","15","20.216666666666665","1","2","2","0","3","60.00","2","50.00","0.53","5","4","4","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"314","Nick Foligno","CHI","L","37","50.46666666666667","0","2","1","1","2","40.00","5","0.00","1.16","7","7","7","7","0","0","2","1","1","0","0","0","1","0","0","0","0","18","13","58.06"
"315","Jeff Petry","FLA","D","58","45.96666666666667","0","2","1","1","2","50.00","6","0.00","0.51","13","8","3","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","-"
"316","Adam Henrique","EDM","C","48","33.166666666666664","0","2","2","0","2","66.67","5","0.00","1.39","8","8","7","5","0","4","0","0","0","0","0","0","0","0","0","1","0","7","9","43.75"
"317","Marcus Foligno","MIN","L","48","7.5","2","0","0","0","2","100.00","3","66.67","0.61","5","3","5","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"318","Tyler Seguin","DAL","C","27","51.61666666666667","1","1","0","1","2","33.33","9","11.11","1.99","17","15","13","8","0","1","0","0","0","0","0","1","2","0","0","1","0","13","6","68.42"
"319","Ondrej Palat","N.J, NYI","L","62","54.96666666666667","1","1","0","1","2","33.33","6","16.67","1.67","11","10","11","8","0","3","2","1","1","0","0","1","1","0","3","2","0","0","1","0.00"
"320","Boone Jenner","CBJ","C","46","49.016666666666666","1","1","0","1","2","100.00","7","14.29","1.75","17","13","13","7","0","4","2","1","1","0","0","0","2","0","0","1","0","9","10","47.37"
"321","Joel Edmundson","L.A","D","61","4.75","0","2","1","1","2","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"322","Vladislav Namestnikov","WPG","C","57","85.3","2","0","0","0","2","40.00","13","15.38","2.42","24","20","18","7","0","3","0","0","0","0","0","0","5","0","2","1","0","7","6","53.85"
"323","Brady Skjei","NSH","D","62","69.36666666666666","0","2","0","2","2","28.57","9","0.00","1.08","27","16","11","1","0","5","2","1","1","0","0","0","3","0","0","1","0","0","0","-"
"324","Vinnie Hinostroza","MIN","C","48","20.316666666666666","0","2","1","1","2","50.00","1","0.00","0.41","4","3","2","2","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","-"
"325","Artturi Lehkonen","COL","L","59","145.65","1","1","1","0","2","20.00","22","4.55","5.37","35","30","32","20","0","4","0","0","0","0","0","0","0","0","2","5","0","0","1","0.00"
"326","Conor Sheary","NYR","L","42","38.7","0","2","1","1","2","66.67","6","0.00","0.59","10","7","6","2","0","2","0","0","0","0","0","0","0","0","0","1","0","3","0","100.00"
"327","Ivan Barbashev","VGK","L","63","42.916666666666664","1","1","0","1","2","50.00","5","20.00","1.33","11","9","11","4","0","1","0","0","0","0","0","0","4","0","1","0","0","3","3","50.00"
"328","Ryan Donato","CHI","C","62","86.41666666666667","1","1","0","1","2","28.57","15","6.67","2.45","32","24","19","6","0","2","4","2","2","0","0","0","7","0","2","9","0","13","16","44.83"
"329","Gustav Forsling","FLA","D","63","40.95","0","2","1","1","2","40.00","4","0.00","0.25","7","5","1","0","0","1","0","0","0","0","0","0","0","1","1","0","1","0","0","-"
"330","Pierre-Luc Dubois","WSH C,","L","12","24.75","2","0","0","0","2","100.00","5","40.00","0.56","6","5","4","1","0","0","0","0","0","0","0","0","3","0","0","1","0","7","5","58.33"
"331","Cody Glass","N.J","C","51","22.666666666666668","1","1","1","0","2","66.67","3","33.33","0.52","4","3","4","2","0","1","0","0","0","0","0","0","0","0","1","1","0","7","4","63.64"
"332","Henri Jokiharju","BOS","D","35","24.316666666666666","0","2","1","1","2","100.00","5","0.00","0.22","9","6","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"333","Timothy Liljegren","S.J","D","43","37.5","0","2","2","0","2","66.67","3","0.00","0.36","10","5","2","1","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","-"
"334","Neal Pionk","WPG","D","40","62.96666666666667","1","1","1","0","2","33.33","21","4.76","1.06","39","29","6","0","0","3","0","0","0","0","0","0","2","1","2","1","0","0","0","-"
"335","Charle-Edouard D'Astous","T.B","D","48","51.766666666666666","0","2","0","2","2","100.00","6","0.00","0.38","9","6","4","0","0","1","0","0","0","0","0","0","1","0","4","1","0","0","0","-"
"336","Philipp Kurashev","S.J","C","39","75.95","0","2","2","0","2","33.33","10","0.00","1.61","22","17","15","6","0","2","0","0","0","0","0","0","2","0","1","1","1","11","15","42.31"
"337","John Leonard","DET","L","9","12.05","0","2","2","0","2","100.00","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1","0","0","0","-"
"338","Kirby Dach","MTL","C","27","34.71666666666667","0","2","2","0","2","66.67","1","0.00","0.52","6","5","3","2","0","0","0","0","0","0","0","0","0","1","0","5","0","4","3","57.14"
"339","Connor McMichael","WSH C,","L","60","96.4","1","1","1","0","2","66.67","14","7.14","3.37","24","20","18","12","0","4","2","1","1","0","0","0","1","1","0","1","0","25","21","54.35"
"340","Shane Pinto","OTT","C","51","90.36666666666666","2","0","0","0","2","28.57","16","12.50","3.21","40","27","31","12","0","2","2","1","1","0","0","0","5","1","1","5","0","14","7","66.67"
"341","Justin Sourdif","WSH C,","R","60","50.416666666666664","2","0","0","0","2","66.67","9","22.22","2.51","19","14","15","9","0","2","4","2","2","0","0","1","2","0","2","0","0","11","11","50.00"
"342","Ridly Greig","OTT","C","56","65.11666666666666","0","2","2","0","2","33.33","7","0.00","1.68","16","12","13","10","0","5","0","0","0","0","0","0","1","0","0","3","0","14","7","66.67"
"343","Alex Laferriere","L.A","R","61","85.71666666666667","1","1","0","1","2","66.67","15","6.67","2.88","28","23","17","9","1","2","0","0","0","0","0","1","2","0","3","4","0","8","7","53.33"
"344","Kent Johnson","CBJ","C","58","95.36666666666666","1","1","1","0","2","18.18","15","6.67","1.89","27","20","12","4","0","1","2","1","1","0","0","1","6","0","0","3","1","0","0","-"
"345","Scott Morrow","NYR","D","29","40.31666666666667","0","2","1","1","2","50.00","5","0.00","0.34","11","7","1","0","0","2","0","0","0","0","0","1","2","0","0","1","1","0","0","-"
"346","Colton Dach","CHI, EDM","C","54","43.71666666666667","1","1","0","1","2","66.67","4","25.00","0.92","10","9","9","5","0","0","0","0","0","0","0","1","1","0","0","2","0","4","5","44.44"
"347","Isak Rosen","BUF","R","16","30.866666666666667","0","2","2","0","2","100.00","4","0.00","0.65","9","7","3","1","0","1","0","0","0","0","0","1","2","0","0","0","0","0","0","-"
"348","Marco Kasper","DET","C","62","53.916666666666664","1","1","1","0","2","66.67","9","11.11","1.47","17","15","10","4","0","1","2","1","1","0","0","0","1","0","2","3","0","3","6","33.33"
"349","Denton Mateychuk","CBJ","D","54","29.716666666666665","1","1","1","0","2","100.00","3","33.33","0.35","12","4","5","1","0","4","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"350","Jani Nyman","SEA","R","24","21.616666666666667","1","1","0","1","2","66.67","4","25.00","0.74","12","11","8","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"351","Danila Yurov","MIN","R","56","32.516666666666666","0","2","0","2","2","40.00","3","0.00","0.3","7","6","3","1","0","1","0","0","0","0","0","1","1","0","1","1","0","5","12","29.41"
"352","Easton Cowan","TOR","R","47","65.16666666666667","0","2","1","1","2","50.00","6","0.00","1.45","13","10","11","4","0","2","0","0","0","0","0","0","5","1","0","3","1","2","2","50.00"
"353","Gabe Perreault","NYR","R","29","35.86666666666667","1","1","1","0","2","50.00","5","20.00","0.48","6","5","6","2","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","-"
"354","Berkly Catton","SEA","C","45","37.46666666666667","1","1","1","0","2","50.00","5","20.00","1.03","11","9","7","4","0","3","2","1","1","0","0","1","2","0","0","4","0","4","5","44.44"
"355","Justin Hryckowian","DAL","C","61","21.15","1","1","0","1","2","66.67","2","50.00","1.15","6","5","6","5","0","2","0","0","0","0","0","0","0","0","0","0","0","3","2","60.00"
"356","Michael Misa","S.J","C","23","36.2","1","1","1","0","2","66.67","7","14.29","2.04","12","9","9","8","0","5","0","0","0","0","0","0","3","0","0","1","0","4","4","50.00"
"357","David Tomasek","EDM","R","22","38.416666666666664","0","2","1","1","2","25.00","7","0.00","1.94","12","11","11","9","0","2","0","0","0","0","0","0","1","0","0","1","0","1","0","100.00"
"358","Brent Burns","COL","D","61","40.75","0","1","0","1","1","50.00","7","0.00","0.6","20","15","3","0","0","4","0","0","0","0","0","0","0","1","0","1","0","0","0","-"
"359","Drew Doughty","L.A","D","51","90.81666666666666","0","1","0","1","1","33.33","14","0.00","1.77","42","24","13","3","0","5","0","0","0","0","0","0","2","2","1","2","1","0","0","-"
"360","Reilly Smith","VGK","R","59","25.366666666666667","1","0","0","0","1","50.00","5","20.00","0.63","9","7","7","1","0","2","0","0","0","0","0","0","1","0","0","1","0","0","0","-"
"361","Mattias Ekholm","EDM","D","63","27.4","0","1","0","1","1","50.00","1","0.00","0.19","4","3","2","1","0","2","0","0","0","0","0","0","1","1","1","0","0","0","0","-"
"362","William Karlsson","VGK","C","14","13.266666666666667","1","0","0","0","1","100.00","2","50.00","0.21","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","80.00"
"363","Ryan Strome","ANA","C","33","40.75","1","0","0","0","1","33.33","2","50.00","0.5","3","3","3","2","0","0","0","0","0","0","0","0","1","0","0","0","0","8","13","38.10"
"364","Sean Couturier","PHI","C","60","59.86666666666667","0","1","0","1","1","33.33","12","0.00","1.56","16","13","5","5","0","6","2","1","1","0","0","1","3","0","0","1","0","37","17","68.52"
"365","Jonas Brodin","MIN","D","44","4.916666666666667","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"366","Joel Armia","L.A","R","53","40.266666666666666","1","0","0","0","1","50.00","8","12.50","1.63","12","10","11","6","0","0","6","3","3","0","0","0","5","2","1","1","0","1","1","50.00"
"367","Mark Jankowski","CAR","L","49","9.466666666666667","0","1","0","1","1","50.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","5","44.44"
"368","Mike Matheson","MTL","D","58","17.316666666666666","0","1","0","1","1","50.00","1","0.00","0.22","4","2","3","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"369","Jacob Trouba","ANA","D","61","41.516666666666666","0","1","1","0","1","50.00","8","0.00","0.77","16","11","3","1","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","-"
"370","Oskar Sundqvist","STL","C","46","45.71666666666667","0","1","0","1","1","33.33","7","0.00","1.62","14","12","9","8","0","2","2","1","1","0","0","0","1","0","1","0","1","8","2","80.00"
"371","Colton Sissons","VGK","C","47","13.316666666666666","0","1","0","1","1","50.00","1","0.00","0.16","1","1","1","1","0","1","0","0","0","0","0","0","0","0","1","2","0","8","5","61.54"
"372","Jonny Brodzinski","NYR","C","40","24.466666666666665","0","1","0","1","1","100.00","4","0.00","0.48","7","4","4","1","0","1","0","0","0","0","0","1","1","1","0","1","0","0","1","0.00"
"373","Nick Paul","T.B","L","34","45.416666666666664","0","1","0","1","1","33.33","5","0.00","1.99","11","11","11","8","0","2","0","0","0","0","0","0","0","0","0","0","0","19","19","50.00"
"374","Ryan Pulock","NYI","D","60","6.366666666666666","0","1","1","0","1","100.00","1","0.00","0.03","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"375","Nicolas Aube-Kubel","MIN","R","4","1.1","0","1","0","1","1","100.00","0","-","0.07","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"376","Jake Walman","EDM","D","34","24.666666666666668","0","1","0","1","1","25.00","4","0.00","0.65","10","6","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"377","Frank Vatrano","ANA","R","40","29.866666666666667","0","1","0","1","1","50.00","4","0.00","1.41","11","10","8","5","0","1","0","0","0","0","0","0","0","0","1","2","0","0","0","-"
"378","Nicolas Roy","COL, TOR","C","60","41.266666666666666","1","0","0","0","1","16.67","13","7.69","2.87","15","15","14","12","0","3","0","0","0","0","0","0","1","0","1","1","0","14","15","48.28"
"379","Riley Tufte","BOS","L","4","5.116666666666666","1","0","0","0","1","100.00","2","50.00","0.74","3","3","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"380","Logan Stanley","WPG","D","59","33.11666666666667","0","1","0","1","1","100.00","6","0.00","0.4","11","8","2","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","-"
"381","Taylor Raddysh","NYR","R","59","17.466666666666665","0","1","1","0","1","50.00","2","0.00","1.14","5","5","4","3","0","1","0","0","0","0","0","0","1","0","0","1","0","0","2","0.00"
"382","Tanner Laczynski","VGK","C","10","6.416666666666667","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","2","66.67"
"383","Michael Carcone","UTA","L","59","53.85","1","0","0","0","1","25.00","12","8.33","1.87","23","17","7","4","0","2","0","0","0","0","0","0","4","0","0","1","0","0","0","-"
"384","Tanner Jeannot","BOS","L","58","5.45","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"385","Jesper Boqvist","FLA","C","54","22.816666666666666","0","1","1","0","1","100.00","1","0.00","0.23","3","2","1","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","3","0.00"
"386","Alexandre Texier","MTL, STL","L","39","35.46666666666667","0","1","1","0","1","50.00","6","0.00","0.71","10","9","4","2","0","1","0","0","0","0","0","0","1","0","0","3","0","0","1","0.00"
"387","Eetu Luostarinen","FLA","C","55","63.166666666666664","1","0","0","0","1","33.33","15","6.67","4.1","23","21","23","16","0","6","0","0","0","0","0","0","2","3","1","3","0","0","2","0.00"
"388","Sean Walker","CAR","D","62","55.95","0","1","1","0","1","33.33","5","0.00","1.33","17","10","12","3","0","0","2","1","1","0","0","1","2","1","1","3","0","0","0","-"
"389","Mark Kastelic","BOS","C","62","6.3","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","83.33"
"390","Kevin Bahl","CGY","D","60","15.3","0","1","1","0","1","33.33","0","-","0.04","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"391","Rasmus Sandin","WSH","D","57","52.2","0","1","1","0","1","50.00","3","0.00","0.24","8","4","2","0","0","0","0","0","0","0","0","0","2","1","0","1","0","0","0","-"
"392","Paul Cotter","N.J","L","60","12.216666666666667","0","1","0","1","1","100.00","2","0.00","0.53","4","4","3","0","0","0","2","1","1","0","0","0","1","0","1","0","0","0","0","-"
"393","Peyton Krebs","BUF","C","62","4.7","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0.00"
"394","Arthur Kaliyev","OTT","R","2","2.3166666666666664","0","1","0","1","1","50.00","1","0.00","0.2","2","2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"395","Vasily Podkolzin","EDM","R","63","6.016666666666667","0","1","1","0","1","100.00","3","0.00","0.32","3","3","2","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"396","Aliaksei Protas","WSH C,","L","60","28.5","0","1","0","1","1","100.00","3","0.00","0.12","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0.00"
"397","Emil Andrae","PHI","D","44","22.566666666666666","0","1","1","0","1","100.00","4","0.00","0.48","9","7","4","1","0","2","2","1","1","0","0","0","1","0","0","1","0","0","0","-"
"398","Tyson Foerster","PHI","R","21","44.81666666666667","1","0","0","0","1","20.00","10","10.00","1.41","13","12","10","3","0","1","2","1","1","0","0","0","2","0","2","0","1","0","0","-"
"399","Marat Khusnutdinov","BOS","C","57","43.266666666666666","0","1","1","0","1","33.33","5","0.00","1.12","10","10","5","5","0","0","0","0","0","0","0","0","2","0","0","2","0","4","1","80.00"
"400","Gage Goncalves","T.B","C","54","47.86666666666667","0","1","1","0","1","100.00","4","0.00","0.59","9","6","4","1","0","2","0","0","0","0","0","0","3","0","0","0","0","0","0","-"
"401","Emil Heineman","NYI","L","63","103.81666666666666","1","0","0","0","1","9.09","18","5.56","2.75","40","30","24","9","0","1","2","1","1","0","0","2","5","0","2","2","0","3","1","75.00"
"402","J.J. Moser","T.B","D","58","4.666666666666667","0","1","1","0","1","100.00","0","-","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"403","Cole Sillinger","CBJ","C","60","20.016666666666666","0","1","0","1","1","50.00","4","0.00","0.55","6","6","4","1","0","0","0","0","0","0","0","1","0","0","1","0","0","2","0","100.00"
"404","Ryan Ufko","NSH","D","1","3.95","0","1","0","1","1","100.00","1","0.00","0.05","2","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","-"
"405","Simon Edvinsson","DET","D","53","14.8","0","1","0","1","1","100.00","1","0.00","0.04","1","1","0","0","0","0","2","1","1","0","0","0","1","0","0","0","1","0","0","-"
"406","Oliver Kapanen","MTL","C","61","49.3","1","0","0","0","1","33.33","9","11.11","1.56","16","12","11","4","0","1","0","0","0","0","0","1","1","0","0","2","0","17","16","51.52"
"407","Ryker Evans","SEA","D","46","22.116666666666667","0","1","1","0","1","20.00","2","0.00","0.1","5","2","2","0","0","1","0","0","0","0","0","0","2","0","0","1","0","0","0","-"
"408","Arshdeep Bains","VAN","L","28","7.516666666666667","0","1","0","1","1","50.00","1","0.00","0.02","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0.00"
"409","Pavel Mintyukov","ANA","D","57","49.0","0","1","1","0","1","25.00","2","0.00","0.21","8","5","2","0","0","2","0","0","0","0","0","0","2","0","1","1","0","0","0","-"
"410","Simon Nemec","N.J","D","49","62.416666666666664","0","1","1","0","1","25.00","11","0.00","0.9","26","15","7","1","0","1","0","0","0","0","0","0","1","1","0","0","1","0","0","-"
"411","Sam Rinzel","CHI","D","34","79.11666666666666","0","1","0","1","1","12.50","10","0.00","0.81","29","15","9","1","0","2","8","4","4","0","0","0","3","0","1","2","0","0","0","-"
"412","Adam Klapka","CGY","R","60","30.266666666666666","0","1","1","0","1","100.00","0","-","0.59","6","5","5","3","0","1","2","1","1","0","0","1","2","0","2","0","1","0","3","0.00"
"413","Max Sasson","VAN","C","52","26.366666666666667","0","1","1","0","1","50.00","2","0.00","0.33","3","3","2","1","0","1","0","0","0","0","0","0","1","0","1","0","0","9","10","47.37"
"414","Bradly Nadeau","CAR","L","8","11.216666666666667","1","0","0","0","1","100.00","1","100.00","0.17","3","2","2","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"415","Sam Malinski","COL","D","61","7.95","0","1","1","0","1","100.00","1","0.00","0.29","5","3","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"416","Zayne Parekh","CGY","D","17","36.56666666666667","0","1","0","1","1","100.00","3","0.00","0.18","10","4","2","0","0","1","0","0","0","0","0","0","4","0","0","0","0","0","0","-"
"417","Collin Graf","S.J","R","59","38.2","0","1","0","1","1","33.33","3","0.00","0.4","5","3","4","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0.00"
"418","Ryan Reaves","S.J","R","47","0.7666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"419","Ian Cole","UTA","D","62","2.25","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"420","Evgenii Dadonov","N.J","L","17","15.866666666666667","0","0","0","0","0","0.00","0","-","0.09","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"421","Ryan McDonagh","T.B","D","27","4.85","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"422","Lars Eller","OTT","C","47","30.366666666666667","0","0","0","0","0","0.00","4","0.00","0.94","5","5","5","4","0","1","0","0","0","0","0","0","0","0","0","2","0","7","2","77.78"
"423","Zach Bogosian","MIN","D","30","3.2","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"424","Luke Schenn","WPG","D","46","0.21666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"425","Tyler Myers","VAN","D","57","6.066666666666666","0","0","0","0","0","-","0","-","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"426","Travis Hamonic","DET","D","25","1.0666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"427","Dmitry Kulikov","FLA","D","6","0.65","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"428","Nick Leddy","S.J","D","19","1.7166666666666668","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"429","Brayden McNabb","VGK","D","44","3.0","0","0","0","0","0","-","1","0.00","0.28","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"430","Brian Dumoulin","L.A","D","61","6.466666666666667","0","0","0","0","0","-","1","0.00","0.04","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"431","Casey Cizikas","NYI","C","62","2.466666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","100.00"
"432","Nicolas Deslauriers","PHI","L","24","0.05","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"433","Ben Chiarot","DET","D","63","6.1","0","0","0","0","0","-","0","-","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"434","Nick Jensen","OTT","D","58","3.15","0","0","0","0","0","0.00","1","0.00","0.04","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"435","Nic Dowd","VGK, WSH","C","56","2.9","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0.00"
"436","Brenden Dillon","N.J","D","63","1.55","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"437","Radko Gudas","ANA","D","49","1.9666666666666668","0","0","0","0","0","-","0","-","0.21","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"438","Chris Tanev","TOR","D","11","0.4666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"439","Calle Jarnkrok","TOR","C","40","8.0","0","0","0","0","0","-","1","0.00","0.24","2","1","2","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"440","Tyler Pitlick","MIN","C","32","0.9166666666666666","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"441","Alex Petrovic","DAL","D","51","1.1166666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"442","Nick Bjugstad","N.J, STL","C","42","4.216666666666667","0","0","0","0","0","-","0","-","0.09","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","3","40.00"
"443","Kevin Hayes","PIT","R","25","29.016666666666666","0","0","0","0","0","0.00","3","0.00","0.34","7","5","4","1","0","2","0","0","0","0","0","0","2","0","0","0","1","9","5","64.29"
"444","Erik Gudbranson","CBJ","D","19","0.016666666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"445","Sam Carrick","NYR","C","60","0.85","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","66.67"
"446","Colin Blackwell","DAL","C","51","0.5","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0.00"
"447","Josh Manson","COL","D","61","4.866666666666667","0","0","0","0","0","-","3","0.00","0.12","3","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","-"
"448","Dylan DeMelo","WPG","D","61","8.166666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"449","Nick Seeler","PHI","D","60","2.0","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"450","Sean Kuraly","BOS","C","62","3.4166666666666665","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"451","Adam Lowry","WPG","C","49","4.916666666666667","0","0","0","0","0","-","0","-","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","4","1","80.00"
