"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"298","Matvei Gridin","CGY","R","9","106.65","2","1","1","0","3","100.00","16","12.50","1.61","39","26","15","3","1","2","0","0","0","0","0","0","7","1","1","4","10","1","5","16.67"
"299","Ben Kindel","PIT","C","10","113.65","2","1","1","0","3","50.00","17","11.76","1.28","31","19","20","5","2","2","2","1","1","0","0","2","12","2","5","3","2","27","55","32.93"
"300","Corey Perry","L.A, T.B","R","10","114.1","2","0","0","0","2","40.00","15","13.33","1.46","21","20","14","10","0","0","26","6","3","2","1","3","7","0","2","7","4","1","3","25.00"
"301","Claude Giroux","OTT","R","10","120.46666666666667","1","1","0","1","2","25.00","9","11.11","1.39","16","13","11","6","0","2","4","2","2","0","0","4","4","2","6","3","0","30","29","50.85"
"302","Jonathan Toews","WPG","C","10","109.75","0","2","2","0","2","100.00","8","0.00","0.76","10","9","5","1","0","0","6","3","3","0","0","0","9","0","0","7","3","55","43","56.12"
"303","Ian Cole","UTA","D","10","148.41666666666666","0","2","0","2","2","33.33","3","0.00","0.31","19","10","5","1","0","2","7","2","1","1","0","3","10","2","4","22","12","0","0","-"
"304","Zach Bogosian","MIN","D","8","112.3","1","1","1","0","2","100.00","5","20.00","0.21","19","12","4","0","0","3","10","5","5","0","0","1","6","3","8","7","8","0","0","-"
"305","Gustav Nyquist","WPG","R","9","100.31666666666666","1","1","0","1","2","100.00","6","16.67","0.8","13","8","7","2","0","1","4","2","2","0","0","1","5","1","4","4","4","1","1","50.00"
"306","Jared Spurgeon","MIN","D","10","154.21666666666667","0","2","1","1","2","28.57","7","0.00","0.28","14","10","4","2","1","2","0","0","0","0","0","2","6","3","9","17","13","0","0","-"
"307","Brayden McNabb","VGK","D","7","121.31666666666666","0","2","0","2","2","50.00","10","0.00","0.57","26","18","6","1","0","3","0","0","0","0","0","0","4","1","13","7","10","0","0","-"
"308","Nick Jensen","OTT","D","10","167.01666666666668","0","2","1","1","2","20.00","3","0.00","0.22","17","11","3","0","0","1","0","0","0","0","0","1","5","0","5","19","13","0","0","-"
"309","Nic Dowd","VGK, WSH","C","10","125.81666666666666","1","1","0","1","2","200.00","7","14.29","1.6","18","15","15","7","0","1","4","2","2","0","0","4","3","1","33","20","5","53","59","47.32"
"310","Radko Gudas","ANA","D","10","143.11666666666667","1","1","1","0","2","50.00","11","9.09","0.5","35","18","6","2","1","5","4","2","2","0","0","1","6","0","15","9","16","0","0","-"
"311","Cam Fowler","STL","D","10","178.26666666666668","0","2","1","1","2","28.57","11","0.00","0.33","25","13","4","1","0","3","2","1","1","0","0","0","6","3","1","12","3","0","0","-"
"312","Sam Carrick","BUF, NYR","C","9","78.61666666666666","2","0","0","0","2","66.67","7","28.57","0.27","11","9","4","2","2","0","16","5","3","2","0","3","4","1","15","12","4","33","22","60.00"
"313","Colin Blackwell","DAL","C","6","57.916666666666664","1","1","1","0","2","50.00","10","10.00","1.03","18","14","9","4","0","2","0","0","0","0","0","1","2","3","4","6","2","15","9","62.50"
"314","Sean Kuraly","BOS","C","10","98.25","1","1","0","1","2","40.00","14","7.14","1.48","22","19","13","6","2","4","0","0","0","0","0","1","7","0","9","7","4","30","22","57.69"
"315","Scott Mayfield","NYI","D","10","127.95","1","1","1","0","2","66.67","15","6.67","0.54","31","20","7","1","0","3","13","5","4","1","0","3","7","7","9","13","3","0","0","-"
"316","Connor Murphy","CHI, EDM","D","8","129.46666666666667","1","1","0","1","2","28.57","6","16.67","0.24","17","10","3","0","0","2","2","1","1","0","0","3","7","1","10","10","9","0","0","-"
"317","Rickard Rakell","PIT","R","9","116.81666666666666","1","1","0","1","2","40.00","10","10.00","2.31","19","17","13","9","1","3","4","2","2","0","0","2","9","3","7","11","6","21","32","39.62"
"318","Yanni Gourde","T.B","C","10","142.81666666666666","0","2","1","1","2","66.67","12","0.00","0.95","19","16","11","5","1","1","0","0","0","0","0","3","9","2","21","7","1","54","68","44.26"
"319","Brady Skjei","NSH","D","10","181.45","0","2","2","0","2","16.67","10","0.00","0.53","26","12","8","1","0","1","4","2","2","0","0","0","16","3","13","25","10","0","0","-"
"320","Olli Määttä","CGY, UTA","D","5","79.35","0","2","2","0","2","66.67","2","0.00","0.21","5","5","2","2","0","0","0","0","0","0","0","1","6","3","0","12","7","0","0","-"
"321","Zemgus Girgensons","T.B","C","10","130.25","2","0","0","0","2","66.67","17","11.76","1.81","27","25","17","12","1","3","2","1","1","0","0","1","7","1","37","13","2","16","13","55.17"
"322","Tomas Hertl","VGK","C","10","124.96666666666667","0","2","1","1","2","50.00","9","0.00","2.05","25","21","19","11","0","2","6","3","3","0","0","0","2","1","11","3","6","79","43","64.75"
"323","Colton Parayko","STL","D","5","83.86666666666666","1","1","0","1","2","50.00","2","50.00","0.12","5","2","5","0","0","0","0","0","0","0","0","0","4","1","6","3","7","0","0","-"
"324","Esa Lindell","DAL","D","10","176.16666666666666","0","2","1","1","2","20.00","10","0.00","0.46","16","12","5","0","0","1","0","0","0","0","0","0","12","2","4","19","17","0","0","-"
"325","Adam Pelech","NYI","D","10","181.45","0","2","1","1","2","33.33","13","0.00","0.47","41","23","8","1","0","2","6","3","3","0","0","2","7","3","11","18","11","0","0","-"
"326","Colton Sissons","VGK","C","7","79.65","1","1","1","0","2","100.00","11","9.09","1.33","17","15","11","7","0","3","2","1","1","0","0","1","3","3","11","6","3","25","17","59.52"
"327","Jake McCabe","TOR","D","10","191.6","0","2","1","1","2","66.67","9","0.00","0.2","18","13","2","0","2","3","2","1","1","0","0","1","8","2","9","20","15","0","0","-"
"328","Josh Anderson","MTL","R","10","108.31666666666666","1","1","1","0","2","50.00","8","12.50","1.87","20","14","14","9","1","6","8","4","4","0","0","1","5","0","16","3","7","3","0","100.00"
"329","Vinnie Hinostroza","MIN","C","8","69.75","1","1","0","1","2","100.00","9","11.11","1.18","19","16","12","6","0","1","9","3","2","1","0","1","5","1","5","6","4","2","3","40.00"
"330","Alexander Kerfoot","UTA","C","7","73.31666666666666","1","1","0","1","2","200.00","3","33.33","0.44","16","10","6","1","2","1","9","3","2","1","0","1","5","0","6","12","7","13","10","56.52"
"331","Connor Clifton","PIT","D","9","121.76666666666667","1","1","1","0","2","40.00","5","20.00","0.52","16","11","7","2","1","0","9","3","2","1","0","1","6","2","32","18","13","0","0","-"
"332","Miles Wood","CBJ","L","10","96.75","0","2","0","2","2","66.67","8","0.00","0.79","18","13","11","4","1","1","4","2","2","0","0","0","7","0","9","5","5","2","2","50.00"
"333","Jason Dickinson","CHI, EDM","C","9","115.56666666666666","0","2","1","1","2","40.00","2","0.00","0.32","10","7","7","1","0","1","0","0","0","0","0","1","7","2","14","11","5","40","41","49.38"
"334","William Carrier","CAR","L","10","94.55","0","2","2","0","2","100.00","11","0.00","1.06","26","19","9","5","1","3","2","1","1","0","0","2","0","2","27","15","2","0","3","0.00"
"335","Sean Monahan","CBJ","C","10","121.41666666666667","0","2","1","1","2","40.00","18","0.00","1.49","29","23","14","6","0","3","2","1","1","0","0","1","2","2","5","7","5","53","50","51.46"
"336","Rasmus Ristolainen","PHI","D","10","195.55","0","2","1","1","2","40.00","14","0.00","1.24","27","20","13","5","0","2","4","2","2","0","0","1","8","0","8","17","8","0","0","-"
"337","Ross Johnston","ANA","L","10","98.65","1","1","0","1","2","33.33","5","20.00","0.74","9","8","7","5","1","1","19","5","2","3","0","3","6","1","35","3","2","0","0","-"
"338","Trevor van Riemsdyk","WSH","D","10","137.7","1","1","0","1","2","28.57","6","16.67","0.34","19","11","6","1","0","1","0","0","0","0","0","1","6","3","3","13","17","0","0","-"
"339","Sam Reinhart","FLA","C","10","144.25","0","2","1","1","2","100.00","13","0.00","1.76","34","23","16","6","0","1","2","1","1","0","0","0","10","0","4","13","2","2","3","40.00"
"340","Christian Dvorak","PHI","C","10","149.3","0","2","1","1","2","40.00","7","0.00","1.32","17","13","12","7","0","0","2","1","1","0","0","0","4","1","5","4","3","70","58","54.69"
"341","Warren Foegele","L.A, OTT","L","6","77.46666666666667","2","0","0","0","2","100.00","8","25.00","0.99","17","13","8","3","1","2","0","0","0","0","0","0","4","0","7","4","2","0","0","-"
"342","Devon Toews","COL","D","9","157.7","1","1","0","1","2","28.57","13","7.69","0.92","18","15","8","4","0","0","6","3","3","0","0","0","2","4","5","12","5","0","0","-"
"343","Michael Bunting","DAL, NSH","L","9","113.7","0","2","2","0","2","40.00","14","0.00","1.8","29","26","14","7","0","7","2","1","1","0","0","1","9","1","6","11","5","3","1","75.00"
"344","Dakota Joshua","TOR","C","6","70.56666666666666","1","1","1","0","2","66.67","3","33.33","0.48","7","6","4","1","0","0","2","1","1","0","0","2","1","1","24","4","4","1","0","100.00"
"345","Noah Hanifin","VGK","D","9","172.36666666666667","1","1","0","1","2","22.22","15","6.67","0.69","34","22","11","3","0","2","0","0","0","0","0","0","16","5","2","12","14","0","0","-"
"346","Rasmus Andersson","VGK","D","10","179.96666666666667","0","2","2","0","2","28.57","12","0.00","0.56","26","20","6","0","0","2","4","2","2","0","0","0","6","1","2","10","17","0","0","-"
"347","Erik Cernak","T.B","D","10","129.06666666666666","1","1","0","1","2","40.00","7","14.29","0.57","12","9","4","3","0","0","11","4","3","1","0","2","4","2","10","11","8","0","0","-"
"348","A.J. Greer","FLA","L","9","94.26666666666667","0","2","2","0","2","100.00","9","0.00","1.26","21","16","14","7","0","1","9","3","2","1","0","2","4","2","26","9","2","0","5","0.00"
"349","Roope Hintz","DAL","C","5","53.71666666666667","0","2","1","1","2","66.67","10","0.00","1.75","11","11","7","7","1","3","4","2","2","0","0","1","3","0","7","3","5","16","12","57.14"
"350","Joel Eriksson Ek","MIN","C","10","124.26666666666667","1","1","0","1","2","33.33","11","9.09","1.45","29","22","12","7","0","1","0","0","0","0","0","3","1","3","9","9","1","57","66","46.34"
"351","Jake DeBrusk","VAN","L","10","129.11666666666667","1","1","1","0","2","66.67","11","9.09","1.09","23","18","11","6","0","2","0","0","0","0","0","0","9","2","6","5","7","0","1","0.00"
"352","Anthony Cirelli","T.B","C","6","61.11666666666667","0","2","1","1","2","66.67","5","0.00","0.92","11","9","8","5","0","4","4","2","2","0","0","1","4","1","8","4","5","32","25","56.14"
"353","Niko Mikkola","FLA","D","10","181.46666666666667","1","1","0","1","2","66.67","9","11.11","0.38","27","18","7","1","0","2","4","2","2","0","0","2","13","0","13","14","13","0","0","-"
"354","Kirill Kaprizov","MIN","L","10","176.71666666666667","1","1","0","1","2","33.33","20","5.00","2.64","52","40","29","13","0","6","4","2","2","0","0","2","14","1","6","9","3","0","0","-"
"355","Troy Terry","ANA","R","3","36.166666666666664","0","2","0","2","2","66.67","3","0.00","0.15","8","3","1","0","0","0","0","0","0","0","0","1","3","2","0","2","0","0","0","-"
"356","Adam Gaudette","S.J","R","7","74.06666666666666","2","0","0","0","2","50.00","10","20.00","1.65","19","16","10","8","0","2","2","1","1","0","0","2","3","0","2","9","1","15","8","65.22"
"357","Jalen Chatfield","CAR","D","10","183.66666666666666","0","2","0","2","2","20.00","9","0.00","0.42","29","19","4","0","0","2","2","1","1","0","0","0","10","5","3","28","6","0","0","-"
"358","Ryan Lomberg","CGY","L","8","77.31666666666666","1","1","1","0","2","100.00","7","14.29","0.68","16","15","4","1","0","0","4","2","2","0","0","0","2","1","16","4","3","1","0","100.00"
"359","Matthew Tkachuk","FLA","L","10","131.06666666666666","1","1","1","0","2","66.67","16","6.25","2.59","39","28","21","13","0","5","9","3","2","1","0","4","11","3","10","4","1","0","0","-"
"360","Auston Matthews","TOR","C","10","158.9","0","2","2","0","2","50.00","24","0.00","2.64","42","35","32","12","0","5","2","1","1","0","0","3","6","5","7","3","11","81","44","64.80"
"361","Trent Frederic","EDM","C","9","100.36666666666666","2","0","0","0","2","100.00","12","16.67","1.81","20","15","15","10","0","1","10","1","0","0","1","2","5","1","29","10","2","15","9","62.50"
"362","Dante Fabbro","CBJ","D","7","100.46666666666667","1","1","1","0","2","50.00","8","12.50","0.25","17","14","1","0","0","3","2","1","1","0","0","1","1","1","10","17","8","0","0","-"
"363","Filip Hronek","VAN","D","10","191.8","1","1","0","1","2","28.57","15","6.67","0.56","22","20","3","0","1","1","6","3","3","0","0","2","15","5","18","11","8","0","0","-"
"364","Tanner Laczynski","VGK","C","2","21.366666666666667","0","2","2","0","2","100.00","0","-","0","2","0","2","0","0","1","2","1","1","0","0","0","2","1","0","3","0","5","9","35.71"
"365","Michael Carcone","UTA","L","9","92.21666666666667","1","1","1","0","2","50.00","8","12.50","0.78","19","14","8","3","1","2","0","0","0","0","0","1","5","1","9","9","3","2","2","50.00"
"366","Tanner Jeannot","BOS","L","10","107.5","1","1","1","0","2","50.00","6","16.67","0.66","17","12","8","3","0","1","14","4","2","2","0","3","1","2","25","4","4","1","4","20.00"
"367","Mario Ferraro","S.J","D","10","167.36666666666667","0","2","1","1","2","20.00","9","0.00","0.26","17","12","3","1","0","0","15","6","5","1","0","4","10","5","16","20","11","0","0","-"
"368","Eeli Tolvanen","SEA","R","10","125.01666666666667","2","0","0","0","2","28.57","15","13.33","1.17","30","23","12","3","1","3","4","2","2","0","0","3","3","0","21","6","2","0","0","-"
"369","Owen Tippett","PHI","R","10","138.51666666666668","2","0","0","0","2","100.00","15","13.33","1.26","32","21","15","5","1","2","0","0","0","0","0","2","13","5","27","8","11","2","3","40.00"
"370","Timothy Liljegren","S.J","D","4","67.51666666666667","1","1","1","0","2","33.33","6","16.67","0.19","9","7","3","1","0","1","0","0","0","0","0","0","4","1","2","5","3","0","0","-"
"371","Dylan Samberg","WPG","D","10","188.71666666666667","0","2","1","1","2","28.57","11","0.00","0.31","26","14","5","0","2","3","0","0","0","0","0","2","11","2","6","19","9","0","0","-"
"372","Nick DeSimone","UTA","D","7","104.71666666666667","0","2","1","1","2","33.33","5","0.00","0.24","14","8","3","1","1","1","4","2","2","0","0","1","8","1","3","9","10","0","0","-"
"373","Eetu Luostarinen","FLA","C","10","123.96666666666667","2","0","0","0","2","50.00","11","18.18","1.03","19","16","13","7","0","1","6","3","3","0","0","4","4","2","16","16","5","9","16","36.00"
"374","Fabian Zetterlund","OTT","L","10","92.46666666666667","0","2","0","2","2","33.33","11","0.00","1.49","30","23","16","6","2","0","2","1","1","0","0","0","3","2","14","9","2","0","0","-"
"375","Morgan Barron","WPG","C","10","100.26666666666667","2","0","0","0","2","100.00","13","15.38","1.84","24","20","20","11","0","3","2","1","1","0","0","2","5","0","17","7","1","25","37","40.32"
"376","Mark Kastelic","BOS","C","10","100.56666666666666","1","1","1","0","2","66.67","9","11.11","1.49","23","17","12","8","0","1","6","3","3","0","0","2","5","4","34","8","10","34","18","65.38"
"377","Charle-Edouard D'Astous","T.B","D","7","104.05","0","2","1","1","2","50.00","2","0.00","0.21","14","5","5","0","1","1","21","5","3","1","1","2","5","1","13","10","10","0","0","-"
"378","Zach Whitecloud","CGY","D","9","155.91666666666666","0","2","1","1","2","100.00","5","0.00","0.24","21","9","7","2","0","3","4","2","2","0","0","0","7","0","14","14","17","0","0","-"
"379","Kiefer Sherwood","S.J","L","7","97.56666666666666","1","1","1","0","2","40.00","15","6.67","1.84","28","20","16","7","1","0","10","5","5","0","0","2","4","2","37","5","4","0","0","-"
"380","Martin Fehérváry","WSH","D","9","147.81666666666666","1","1","1","0","2","33.33","4","25.00","0.22","14","6","4","1","0","1","0","0","0","0","0","0","9","2","24","9","17","0","0","-"
"381","Mattias Samuelsson","BUF","D","10","193.0","2","0","0","0","2","28.57","17","11.76","0.77","30","25","8","1","1","2","4","2","2","0","0","1","13","3","13","18","13","0","0","-"
"382","Ty Emberson","EDM","D","10","144.1","1","1","0","1","2","50.00","8","12.50","0.2","17","9","3","0","0","1","7","2","1","1","0","1","5","0","15","26","10","0","0","-"
"383","Jack McBain","UTA","C","10","124.05","0","2","1","1","2","25.00","13","0.00","2.22","27","22","18","9","0","1","8","4","4","0","0","2","10","0","35","10","1","16","21","43.24"
"384","Nils Lundkvist","DAL","D","10","170.31666666666666","1","1","1","0","2","18.18","9","11.11","0.58","29","13","6","1","0","7","0","0","0","0","0","1","11","1","2","22","8","0","0","-"
"385","Martin Pospisil","CGY","C","7","59.71666666666667","1","1","0","1","2","100.00","7","14.29","1.12","13","9","6","4","0","2","4","2","2","0","0","1","1","1","13","4","2","5","4","55.56"
"386","Cole Koepke","WPG","L","10","78.11666666666666","0","2","1","1","2","100.00","9","0.00","1.9","22","18","13","11","0","4","2","1","1","0","0","1","2","1","17","9","3","0","2","0.00"
"387","Matthew Robertson","NYR","D","10","165.96666666666667","0","2","1","1","2","33.33","10","0.00","0.24","27","13","9","0","0","3","2","1","1","0","0","1","7","1","12","12","8","0","0","-"
"388","Trevor Zegras","PHI","C","10","156.86666666666667","1","1","1","0","2","40.00","12","8.33","1.24","24","19","17","6","1","2","4","2","2","0","0","3","9","2","8","13","1","15","28","34.88"
"389","Bobby Brink","MIN, PHI","R","10","137.06666666666666","0","2","1","1","2","100.00","9","0.00","2.25","31","22","19","9","0","4","0","0","0","0","0","4","9","0","10","8","6","1","4","20.00"
"390","Alex Vlasic","CHI","D","10","188.05","0","2","2","0","2","33.33","8","0.00","0.35","17","11","8","1","0","2","2","1","1","0","0","2","14","1","3","19","12","0","0","-"
"391","Nicholas Robertson","TOR","L","9","102.06666666666666","1","1","1","0","2","66.67","21","4.76","1.56","35","28","22","10","0","1","0","0","0","0","0","2","4","3","11","6","5","2","2","50.00"
"392","Jayden Struble","MTL","D","3","31.35","0","2","1","1","2","100.00","0","-","0","3","0","1","0","0","1","2","1","1","0","0","1","1","1","4","1","0","0","0","-"
"393","Simon Holmstrom","NYI","R","10","120.11666666666666","0","2","0","2","2","28.57","11","0.00","1.36","22","16","14","6","1","2","2","1","1","0","0","0","4","0","1","10","5","0","0","-"
"394","Jordan Spence","OTT","D","10","144.56666666666666","0","2","1","1","2","28.57","11","0.00","0.57","27","18","9","1","0","3","0","0","0","0","0","0","7","1","4","17","10","0","0","-"
"395","Alex Newhook","MTL","C","5","61.46666666666667","1","1","0","1","2","100.00","3","33.33","0.53","9","7","6","1","0","0","0","0","0","0","0","0","3","0","5","5","3","11","21","34.38"
"396","Joel Kiviranta","COL","L","7","70.31666666666666","0","2","1","1","2","100.00","9","0.00","0.99","12","10","6","5","0","1","0","0","0","0","0","1","3","1","12","8","4","0","0","-"
"397","Kaiden Guhle","MTL","D","10","182.31666666666666","0","2","1","1","2","50.00","8","0.00","0.31","25","14","8","0","0","0","2","1","1","0","0","4","12","4","18","19","22","0","0","-"
"398","Ridly Greig","OTT","C","10","137.31666666666666","1","1","1","0","2","40.00","15","6.67","1.66","30","24","17","10","0","2","11","4","3","1","0","7","7","2","11","7","7","22","19","53.66"
"399","Tyler Kleven","OTT","D","10","145.65","1","1","1","0","2","33.33","12","8.33","0.65","24","14","8","2","0","5","25","7","5","1","1","1","13","1","19","27","10","0","0","-"
"400","Jack Quinn","BUF","R","10","121.51666666666667","0","2","1","1","2","25.00","25","0.00","2.79","43","36","29","10","0","5","4","2","2","0","0","2","7","1","10","5","1","0","0","-"
"401","Anton Lundell","FLA","C","8","110.51666666666667","1","1","1","0","2","100.00","8","12.50","0.78","18","14","7","2","0","3","4","2","2","0","0","4","2","2","11","9","1","50","48","51.02"
"402","Jamie Drysdale","PHI","D","10","186.86666666666667","1","1","0","1","2","33.33","12","8.33","0.71","26","18","8","1","0","3","7","2","1","1","0","1","8","1","2","16","12","0","0","-"
"403","Alex Laferriere","L.A","R","10","148.6","2","0","0","0","2","50.00","21","9.52","2.73","51","37","27","14","1","4","2","1","1","0","0","5","10","3","34","14","7","28","41","40.58"
"404","Shakir Mukhamadullin","S.J","D","8","125.11666666666666","2","0","0","0","2","40.00","9","22.22","0.45","16","12","4","2","0","1","2","1","1","0","0","0","9","1","5","13","13","0","0","-"
"405","Ian Moore","ANA","D","10","125.56666666666666","1","1","0","1","2","50.00","9","11.11","0.97","22","14","8","3","0","1","2","1","1","0","0","1","2","1","8","12","9","0","0","-"
"406","Artem Zub","OTT","D","10","178.86666666666667","0","2","1","1","2","40.00","9","0.00","0.4","27","18","7","0","0","4","2","1","1","0","0","0","8","1","3","14","10","0","0","-"
"407","Jeff Malott","L.A","L","9","78.35","0","2","2","0","2","100.00","9","0.00","0.84","17","14","6","4","0","3","4","2","2","0","0","2","2","2","34","10","5","1","3","25.00"
"408","Adam Wilsby","NSH","D","6","79.41666666666667","0","2","0","2","2","66.67","8","0.00","0.79","15","14","5","3","0","2","9","3","2","1","0","1","3","4","4","5","5","0","0","-"
"409","Alex Steeves","BOS","C","3","25.35","1","1","1","0","2","100.00","4","25.00","0.72","6","6","5","3","0","1","0","0","0","0","0","2","0","0","6","2","1","0","0","-"
"410","Kent Johnson","CBJ","C","8","88.5","0","2","2","0","2","40.00","15","0.00","1.33","34","23","17","6","0","1","0","0","0","0","0","0","6","2","2","5","5","0","0","-"
"411","Matty Beniers","SEA","C","10","136.86666666666667","2","0","0","0","2","40.00","9","22.22","0.81","21","17","13","3","0","0","2","1","1","0","0","2","6","2","4","11","8","61","45","57.55"
"412","Luke Hughes","N.J","D","5","85.66666666666667","0","2","0","2","2","40.00","15","0.00","0.58","27","21","5","1","0","1","4","2","2","0","0","1","9","1","2","6","3","0","0","-"
"413","Cole Sillinger","CBJ","C","10","139.0","0","2","2","0","2","28.57","15","0.00","1.31","26","22","12","4","0","1","2","1","1","0","0","1","8","2","18","9","3","1","5","16.67"
"414","Logan Mailloux","STL","D","10","166.5","2","0","0","0","2","40.00","17","11.76","1.12","33","24","10","4","1","3","0","0","0","0","0","1","12","4","14","20","11","0","0","-"
"415","Simon Edvinsson","DET","D","6","115.61666666666666","1","1","0","1","2","50.00","7","14.29","0.26","15","9","4","0","0","0","13","4","3","1","0","4","7","3","7","15","8","0","0","-"
"416","Avery Hayes","PIT","R","8","83.01666666666667","2","0","0","0","2","100.00","14","14.29","1.25","27","23","12","4","1","3","12","3","1","2","0","6","4","3","8","11","5","1","3","25.00"
"417","Logan Cooley","UTA","C","7","96.31666666666666","1","1","0","1","2","66.67","7","14.29","1.09","12","10","9","8","0","2","2","1","1","0","0","0","8","4","6","8","5","41","28","59.42"
"418","Marco Kasper","DET","C","10","130.16666666666666","1","1","1","0","2","66.67","15","6.67","2.38","32","27","23","13","1","4","0","0","0","0","0","2","5","2","17","8","8","17","20","45.95"
"419","Ben Meyers","SEA","C","6","70.26666666666667","1","1","1","0","2","66.67","7","14.29","1.17","13","11","8","6","0","3","5","1","0","1","0","2","6","3","5","5","2","19","14","57.58"
"420","Sandis Vilmanis","FLA","L","9","88.6","2","0","0","0","2","100.00","7","28.57","1.2","16","14","12","7","0","3","4","2","2","0","0","2","5","2","15","15","3","0","0","-"
"421","Max Sasson","VAN","C","6","71.01666666666667","0","2","1","1","2","100.00","5","0.00","0.56","7","6","5","4","0","0","2","1","1","0","0","0","5","4","5","3","4","1","5","16.67"
"422","Ryan Leonard","WSH","R","10","112.26666666666667","1","1","0","1","2","66.67","11","9.09","1.43","28","20","17","8","0","2","6","3","3","0","0","4","10","0","15","12","2","0","1","0.00"
"423","Gabe Perreault","NYR","R","10","146.41666666666666","2","0","0","0","2","50.00","17","11.76","3.75","32","27","30","16","0","5","0","0","0","0","0","1","8","1","1","4","3","0","1","0.00"
"424","Tom Willander","VAN","D","10","170.05","1","1","1","0","2","28.57","7","14.29","0.23","12","10","4","0","0","0","4","2","2","0","0","1","7","1","5","15","7","0","0","-"
"425","Sam Malinski","COL","D","10","155.81666666666666","0","2","2","0","2","25.00","11","0.00","0.55","46","26","8","1","0","2","2","1","1","0","0","1","6","1","2","29","7","0","0","-"
"426","Zach Metsa","BUF","D","9","83.71666666666667","1","1","0","1","2","66.67","5","20.00","0.27","9","6","4","0","0","0","0","0","0","0","0","0","6","1","1","17","5","0","0","-"
"427","Matvei Michkov","PHI","R","10","128.43333333333334","0","2","1","1","2","50.00","10","0.00","1.15","23","18","10","6","0","2","2","1","1","0","0","2","12","4","4","7","1","0","2","0.00"
"428","Emmitt Finnie","DET","C","10","113.06666666666666","2","0","0","0","2","100.00","14","14.29","2.37","24","20","17","13","0","5","0","0","0","0","0","1","3","1","20","12","3","0","2","0.00"
"429","Josh Samanski","EDM","C","6","54.85","0","2","1","1","2","66.67","2","0.00","0.1","4","3","1","0","0","2","2","1","1","0","0","0","1","1","6","7","1","19","13","59.38"
"430","Artyom Levshunov","CHI","D","7","100.51666666666667","0","2","1","1","2","66.67","3","0.00","0.1","8","4","2","0","0","0","0","0","0","0","0","1","6","2","12","14","9","0","0","-"
"431","Ivan Demidov","MTL","R","10","107.21666666666667","1","1","0","1","2","40.00","8","12.50","1.31","21","16","13","7","1","2","0","0","0","0","0","3","4","2","0","3","3","0","0","-"
"432","Tim Washe","ANA","C","10","91.06666666666666","0","2","1","1","2","100.00","11","0.00","1.65","20","17","15","6","2","6","4","2","2","0","0","3","5","2","18","8","6","56","30","65.12"
"433","Sidney Crosby","PIT","C","3","45.266666666666666","0","1","1","0","1","50.00","5","0.00","0.62","10","9","5","2","0","0","4","2","2","0","0","0","3","1","4","0","0","27","25","51.92"
"434","Kris Letang","PIT","D","7","118.0","0","1","0","1","1","33.33","9","0.00","0.12","20","11","5","0","0","2","8","4","4","0","0","1","10","4","9","9","6","0","0","-"
"435","Brad Marchand","FLA","L","7","70.11666666666666","1","0","0","0","1","100.00","6","16.67","0.56","15","7","4","2","1","0","4","2","2","0","0","0","5","2","2","6","0","0","0","-"
"436","Nick Foligno","CHI, MIN","L","6","56.06666666666667","1","0","0","0","1","50.00","4","25.00","0.24","5","5","3","1","0","0","4","2","2","0","0","2","3","3","12","1","1","14","16","46.67"
"437","Alex Killorn","ANA","L","10","126.96666666666667","0","1","1","0","1","50.00","16","0.00","1.53","23","23","16","8","0","2","0","0","0","0","0","2","8","3","5","4","2","4","10","28.57"
"438","James van Riemsdyk","DET","L","10","82.56666666666666","0","1","1","0","1","100.00","8","0.00","0.78","13","10","8","7","2","1","0","0","0","0","0","0","4","1","2","4","2","0","1","0.00"
"439","Mikael Backlund","CGY","C","10","134.66666666666666","0","1","1","0","1","100.00","17","0.00","3.02","36","31","20","13","1","3","4","2","2","0","0","1","10","4","2","5","3","46","64","41.82"
"440","Drew Doughty","L.A","D","8","134.25","0","1","1","0","1","20.00","7","0.00","0.09","15","8","2","0","0","2","2","1","1","0","0","0","6","0","0","10","8","0","0","-"
"441","Luke Schenn","WPG","D","8","94.06666666666666","0","1","0","1","1","50.00","3","0.00","0.07","12","6","4","0","0","1","7","2","1","1","0","1","3","0","23","8","6","0","0","-"
"442","Oliver Ekman-Larsson","TOR","D","8","149.46666666666667","0","1","0","1","1","20.00","12","0.00","0.71","33","19","10","2","1","2","6","3","3","0","0","1","3","1","2","16","9","0","0","-"
"443","Dmitry Orlov","S.J","D","10","168.36666666666667","0","1","1","0","1","12.50","8","0.00","0.27","23","13","5","1","0","2","4","2","2","0","0","3","13","3","20","10","8","0","0","-"
"444","Marcus Foligno","MIN","L","4","36.56666666666667","0","1","1","0","1","50.00","4","0.00","0.48","6","6","5","2","0","0","9","3","2","1","0","1","2","1","11","3","3","1","1","50.00"
"445","Casey Cizikas","NYI","C","10","103.11666666666666","1","0","0","0","1","100.00","15","6.67","2.81","28","22","16","12","1","7","2","1","1","0","0","0","5","0","12","11","6","47","34","58.02"
