"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"1","Nikita Kucherov","T.B","R","10","152.0","6","6","5","1","12","80.00","19","31.58","2.05","44","31","15","6","0","7","6","3","3","0","0","3","9","3","12","3","4","0","0","-"
"2","Nathan MacKinnon","COL","C","9","149.56666666666666","4","7","7","0","11","84.62","31","12.90","2.63","51","41","27","9","0","3","0","0","0","0","0","1","21","3","4","9","3","54","41","56.84"
"3","Jamie Benn","DAL","L","10","116.86666666666666","4","5","2","3","9","81.82","12","33.33","1.99","21","19","15","8","0","1","4","2","2","0","0","1","5","2","15","5","3","2","4","33.33"
"4","Cole Caufield","MTL","R","10","130.75","7","2","1","1","9","64.29","22","31.82","2.3","36","25","15","10","0","3","4","2","2","0","0","1","4","2","9","4","4","0","1","0.00"
"5","Mavrik Bourque","DAL","C","10","148.36666666666667","5","4","3","1","9","90.00","25","20.00","3","36","31","22","17","1","10","4","2","2","0","0","0","11","1","14","18","3","8","7","53.33"
"6","Jimmy Snuggerud","STL","R","10","138.0","4","5","3","2","9","81.82","15","26.67","1.42","30","23","16","5","0","1","0","0","0","0","0","1","5","3","10","9","4","0","0","-"
"7","Macklin Celebrini","S.J","C","10","162.8","5","4","1","3","9","112.50","22","22.73","2.31","43","36","29","4","0","4","2","1","1","0","0","3","15","1","6","13","6","66","73","47.48"
"8","Matt Duchene","DAL","C","10","132.0","4","4","4","0","8","80.00","15","26.67","1.6","28","21","19","8","1","3","2","1","1","0","0","0","12","2","6","4","3","58","47","55.24"
"9","Nick Schmaltz","UTA","C","10","146.26666666666668","3","5","1","4","8","80.00","12","25.00","1.52","28","19","15","4","2","0","2","1","1","0","0","0","10","4","0","9","9","45","66","40.54"
"10","Brayden Point","T.B","C","7","94.41666666666667","3","5","3","2","8","80.00","5","60.00","1.06","14","11","13","8","0","0","2","1","1","0","0","2","1","3","3","5","2","38","41","48.10"
"11","Clayton Keller","UTA","R","10","141.51666666666668","2","6","5","1","8","88.89","22","9.09","1.66","38","30","19","8","0","2","4","2","2","0","0","4","10","1","0","11","5","0","2","0.00"
"12","Sam Steel","DAL","C","10","127.76666666666667","2","6","2","4","8","66.67","12","16.67","2.56","22","21","20","10","1","3","2","1","1","0","0","2","6","3","14","11","2","1","0","100.00"
"13","Nick Suzuki","MTL","C","10","144.4","2","6","6","0","8","57.14","14","14.29","1.31","32","22","16","2","1","1","4","2","2","0","0","1","6","4","8","11","5","63","58","52.07"
"14","Evan Bouchard","EDM","D","10","176.61666666666667","2","6","2","4","8","66.67","21","9.52","1.23","43","29","21","4","0","5","6","3","3","0","0","0","11","4","7","8","8","0","0","-"
"15","Rasmus Dahlin","BUF","D","10","179.96666666666667","2","6","1","5","8","50.00","9","22.22","0.68","29","17","9","2","0","3","13","5","4","1","0","9","12","4","5","12","5","0","0","-"
"16","Noah Dobson","MTL","D","10","177.5","2","6","5","1","8","47.06","22","9.09","0.98","47","33","11","1","0","7","2","1","1","0","0","2","5","4","9","21","13","0","0","-"
"17","Egor Chinakhov","PIT","R","10","128.0","4","4","3","1","8","100.00","25","16.00","2.28","41","32","21","9","1","2","4","2","2","0","0","3","7","1","5","3","0","0","0","-"
"18","Adam Fantilli","CBJ","C","10","157.46666666666667","5","3","1","2","8","88.89","19","26.32","1.91","41","30","26","11","2","2","4","2","2","0","0","2","14","2","25","7","5","67","70","48.91"
"19","Ryan O'Reilly","NSH","C","9","132.91666666666666","3","4","2","2","7","70.00","15","20.00","2.08","21","20","17","13","0","3","4","2","2","0","0","2","4","4","1","5","5","56","33","62.92"
"20","Nazem Kadri","CGY, COL","C","9","131.76666666666668","3","4","3","1","7","87.50","29","10.34","4.27","50","41","33","15","1","7","2","1","1","0","0","5","4","4","7","7","1","46","71","39.32"
"21","Chris Kreider","ANA","L","10","117.91666666666667","2","5","1","4","7","77.78","9","22.22","1.28","22","14","13","8","0","0","2","1","1","0","0","1","9","1","4","2","1","0","1","0.00"
"22","Charlie Coyle","CBJ","C","10","126.76666666666667","1","6","5","1","7","87.50","15","6.67","1.84","23","20","16","10","0","4","2","1","1","0","0","1","9","5","11","6","3","57","57","50.00"
"23","Taylor Hall","CAR","L","10","137.85","2","5","4","1","7","77.78","16","12.50","1.59","33","22","18","7","1","2","12","6","6","0","0","3","10","4","7","23","4","1","0","100.00"
"24","Adam Larsson","SEA","D","10","168.7","1","6","4","2","7","77.78","10","10.00","0.54","27","18","8","0","1","5","2","1","1","0","0","1","8","2","10","12","15","0","0","-"
"25","Teddy Blueger","VAN","C","10","142.8","2","5","1","4","7","70.00","15","13.33","1.17","29","21","9","5","2","6","2","1","1","0","0","1","12","3","19","10","2","50","50","50.00"
"26","Nikolaj Ehlers","CAR","L","10","131.5","5","2","2","0","7","87.50","22","22.73","1.21","43","32","9","3","0","2","0","0","0","0","0","2","10","0","4","4","2","0","0","-"
"27","Adrian Kempe","L.A","R","10","148.26666666666668","3","4","2","2","7","87.50","21","14.29","1.84","38","26","20","7","0","4","8","3","3","0","0","2","8","8","14","7","2","4","10","28.57"
"28","Ivan Barbashev","VGK","L","10","159.5","4","3","1","2","7","77.78","19","21.05","2.84","33","27","24","14","1","3","2","1","1","0","0","1","12","1","15","13","2","2","4","33.33"
"29","Viktor Arvidsson","BOS","L","10","117.01666666666667","4","3","3","0","7","63.64","20","20.00","2.32","45","33","19","10","0","3","2","1","1","0","0","0","6","2","1","11","4","0","0","-"
"30","Pavel Zacha","BOS","C","8","89.26666666666667","3","4","0","4","7","77.78","6","50.00","0.7","14","9","12","4","0","1","0","0","0","0","0","0","5","4","3","3","1","39","33","54.17"
"31","Connor McDavid","EDM","C","10","167.0","1","6","5","1","7","77.78","20","5.00","2.23","40","28","24","9","0","5","4","2","2","0","0","6","13","2","10","10","5","40","35","53.33"
"32","Sebastian Aho","CAR","C","10","139.71666666666667","3","4","1","3","7","87.50","15","20.00","1.34","25","18","13","9","0","1","6","3","3","0","0","1","7","4","4","9","3","63","56","52.94"
"33","Mathew Barzal","NYI","C","10","159.76666666666668","3","4","2","2","7","63.64","18","16.67","1.74","34","27","14","8","1","3","2","1","1","0","0","2","11","6","7","11","5","9","8","52.94"
"34","Mitch Marner","VGK","R","9","125.6","4","3","3","0","7","87.50","12","33.33","1.75","24","19","18","10","0","1","4","2","2","0","0","1","9","4","2","5","4","38","48","44.19"
"35","Mason Marchment","CBJ","L","10","149.41666666666666","2","5","3","2","7","63.64","13","15.38","1.17","28","20","16","7","0","0","10","5","5","0","0","3","14","3","12","11","2","0","0","-"
"36","Jakob Chychrun","WSH","D","10","199.81666666666666","3","4","1","3","7","77.78","22","13.64","1.86","55","39","16","5","0","4","4","2","2","0","0","1","14","8","5","13","12","0","0","-"
"37","Jordan Kyrou","STL","R","10","127.31666666666666","4","3","2","1","7","87.50","25","16.00","1.98","39","30","24","5","0","2","2","1","1","0","0","0","10","2","1","6","3","0","2","0.00"
"38","Tage Thompson","BUF","C","10","140.66666666666666","5","2","2","0","7","87.50","23","21.74","2.69","45","35","24","11","0","3","0","0","0","0","0","3","6","2","8","8","4","45","52","46.39"
"39","Joel Farabee","CGY","L","10","130.05","4","3","3","0","7","77.78","12","33.33","2","24","22","15","13","1","3","2","1","1","0","0","3","7","5","4","4","4","1","2","33.33"
"40","Pavel Dorofeyev","VGK","R","10","142.95","3","4","2","2","7","87.50","24","12.50","2.25","46","30","22","10","0","3","0","0","0","0","0","1","8","2","1","9","2","0","0","-"
"41","Ilya Mikheyev","CHI","R","10","134.71666666666667","2","5","3","2","7","87.50","11","18.18","1.31","22","17","16","8","0","3","0","0","0","0","0","1","7","2","2","5","1","0","0","-"
"42","Aliaksei Protas","WSH C,","L","9","137.51666666666668","1","6","5","1","7","63.64","13","7.69","1.86","28","24","14","9","1","4","2","1","1","0","0","2","8","2","8","3","0","1","0","100.00"
"43","Matias Maccelli","TOR","L","10","137.21666666666667","5","2","1","1","7","87.50","17","29.41","2.16","30","25","19","9","0","0","4","2","2","0","0","1","12","4","2","16","3","0","0","-"
"44","Lane Hutson","MTL","D","10","181.8","1","6","3","3","7","38.89","9","11.11","1.3","23","17","11","5","1","4","6","3","3","0","0","1","6","7","3","13","13","0","0","-"
"45","Juraj Slafkovský","MTL","L","10","129.5","2","5","2","3","7","70.00","17","11.76","2.27","33","29","20","10","1","1","2","1","1","0","0","0","10","1","7","13","9","4","0","100.00"
"46","Steven Stamkos","NSH","C","10","136.61666666666667","3","3","1","2","6","66.67","15","20.00","1.74","31","23","21","11","0","1","6","3","3","0","0","2","7","1","12","2","3","35","27","56.45"
"47","Roman Josi","NSH","D","10","208.36666666666667","1","5","3","2","6","60.00","19","5.26","0.87","35","23","14","2","0","2","2","1","1","0","0","2","10","1","5","9","12","0","0","-"
"48","Mark Scheifele","WPG","C","10","180.51666666666668","3","3","2","1","6","100.00","16","18.75","2.59","28","23","21","9","0","3","0","0","0","0","0","1","11","3","4","18","7","66","72","47.83"
"49","Anthony Mantha","PIT","R","10","112.71666666666667","3","3","2","1","6","85.71","9","33.33","1.44","14","12","13","8","0","2","2","1","1","0","0","1","8","1","11","7","6","0","3","0.00"
"50","Leon Draisaitl","EDM","C","10","162.21666666666667","4","2","1","1","6","60.00","19","21.05","2.5","32","26","21","12","1","3","0","0","0","0","0","2","11","4","7","6","1","91","51","64.08"
"51","Ryan Donato","CHI","C","10","124.85","3","3","1","2","6","85.71","9","33.33","1.28","28","21","18","4","0","2","0","0","0","0","0","2","7","2","10","13","1","10","15","40.00"
"52","Jack Eichel","VGK","C","9","143.36666666666667","2","4","1","3","6","85.71","24","8.33","1.79","48","32","18","6","0","4","0","0","0","0","0","2","16","2","4","8","4","66","67","49.62"
"53","Conor Garland","CBJ, VAN","R","9","124.25","2","4","4","0","6","66.67","13","15.38","1.09","26","19","13","4","2","1","0","0","0","0","0","1","12","5","8","6","4","0","2","0.00"
"54","Vladislav Gavrikov","NYR","D","10","185.86666666666667","3","3","2","1","6","85.71","13","23.08","0.53","40","24","7","1","1","2","10","5","5","0","0","1","14","4","5","8","4","0","0","-"
"55","Brandon Hagel","T.B","L","10","147.15","4","2","2","0","6","60.00","24","16.67","2.27","45","32","28","10","1","1","15","6","5","1","0","6","10","1","6","13","6","2","5","28.57"
"56","Casey Mittelstadt","BOS","C","10","123.51666666666667","2","4","4","0","6","54.55","7","28.57","1.12","17","14","11","6","0","0","2","1","1","0","0","0","7","1","5","6","1","3","2","60.00"
"57","Jason Robertson","DAL","L","10","151.8","1","5","2","3","6","85.71","16","6.25","1.73","35","25","18","5","0","4","4","2","2","0","0","2","7","1","8","4","4","0","0","-"
"58","Martin Necas","COL","C","7","116.36666666666666","2","4","1","3","6","66.67","13","15.38","1.08","26","17","17","3","0","1","4","2","2","0","0","1","7","1","8","7","3","0","0","-"
"59","Drake Batherson","OTT","R","10","131.15","3","3","2","1","6","100.00","17","17.65","1.56","27","22","18","7","1","2","2","1","1","0","0","0","6","1","14","3","2","0","0","-"
"60","Sean Walker","CAR","D","10","187.46666666666667","2","4","1","3","6","54.55","13","15.38","0.85","38","20","9","1","0","2","6","3","3","0","0","1","17","2","9","27","17","0","0","-"
"61","Quinn Hughes","MIN","D","10","228.3","2","4","2","2","6","46.15","21","9.52","1.25","49","30","20","2","0","4","6","3","3","0","0","4","11","4","0","7","8","0","0","-"
"62","Ryan McLeod","BUF","C","10","124.41666666666667","0","6","5","1","6","75.00","7","0.00","0.83","17","13","11","6","1","1","4","2","2","0","0","0","11","3","1","9","7","63","58","52.07"
"63","Jonathan Aspirot","BOS","D","9","135.71666666666667","0","6","1","5","6","66.67","4","0.00","0.14","13","8","4","0","0","0","6","3","3","0","0","3","6","0","10","21","9","0","0","-"
"64","Peyton Krebs","BUF","C","10","129.1","2","4","4","0","6","75.00","6","33.33","1.31","23","21","13","8","0","2","16","5","3","2","0","6","6","3","28","22","0","14","13","51.85"
"65","Kirby Dach","MTL","C","10","138.65","3","3","1","2","6","54.55","14","21.43","1.98","25","21","17","9","0","3","6","3","3","0","0","5","5","1","12","20","5","0","5","0.00"
"66","Matt Boldy","MIN","L","10","135.66666666666666","3","3","1","2","6","85.71","21","14.29","2.46","38","32","22","9","0","3","0","0","0","0","0","1","3","1","14","6","6","3","5","37.50"
"67","Shane Pinto","OTT","C","10","149.71666666666667","1","5","4","1","6","100.00","21","4.76","3.99","39","35","28","17","1","5","8","4","4","0","0","3","4","5","21","9","11","50","57","46.73"
"68","Dylan Holloway","STL","L","6","84.61666666666666","2","4","1","3","6","100.00","14","14.29","1.25","25","21","13","6","1","2","5","1","0","1","0","3","5","1","6","8","2","0","0","-"
"69","Alexis Lafrenière","NYR","L","10","138.61666666666667","3","3","3","0","6","100.00","14","21.43","2.38","30","24","20","9","0","3","4","2","2","0","0","2","6","4","4","11","5","0","2","0.00"
"70","Brock Faber","MIN","D","10","203.96666666666667","3","3","2","1","6","42.86","17","17.65","0.75","32","21","9","2","0","1","21","5","3","1","1","1","9","2","1","23","7","0","0","-"
"71","Dylan Guenther","UTA","R","10","136.01666666666668","5","1","1","0","6","85.71","20","25.00","1.78","44","33","22","8","0","2","4","2","2","0","0","1","11","1","6","8","5","2","4","33.33"
"72","Zachary Bolduc","MTL","R","9","105.1","0","6","3","3","6","75.00","8","0.00","1.05","22","18","13","6","0","4","0","0","0","0","0","0","9","2","22","11","5","0","0","-"
"73","Cutter Gauthier","ANA","L","10","130.85","6","0","0","0","6","75.00","23","26.09","2.5","49","39","21","7","2","4","4","2","2","0","0","3","8","1","7","5","1","17","11","60.71"
"74","Matt Savoie","EDM","C","10","119.66666666666667","0","6","3","3","6","60.00","15","0.00","1.62","27","22","17","6","1","2","2","1","1","0","0","1","0","3","1","11","7","1","2","33.33"
"75","Leo Carlsson","ANA","C","7","89.41666666666667","2","4","4","0","6","85.71","14","14.29","1.22","21","15","12","8","0","3","2","1","1","0","0","1","8","1","1","3","3","23","35","39.66"
"76","Will Smith","S.J","C","10","142.8","2","4","4","0","6","75.00","20","10.00","2","36","33","27","8","1","1","0","0","0","0","0","2","14","1","0","3","0","2","4","33.33"
"77","Collin Graf","S.J","R","10","136.66666666666666","2","4","2","2","6","85.71","24","8.33","2.32","32","28","22","16","0","4","4","2","2","0","0","1","8","4","11","3","7","1","2","33.33"
"78","Anze Kopitar","L.A","C","10","152.5","1","4","3","1","5","62.50","12","8.33","2.74","28","20","19","14","1","7","0","0","0","0","0","0","7","4","8","3","8","86","87","49.71"
"79","Jordan Eberle","SEA","R","10","130.21666666666667","2","3","1","2","5","100.00","10","20.00","1.12","17","15","10","6","1","1","2","1","1","0","0","1","4","2","5","11","6","0","0","-"
"80","Brian Dumoulin","L.A","D","10","164.6","1","4","2","2","5","71.43","7","14.29","0.49","19","14","5","2","0","3","0","0","0","0","0","2","9","4","3","13","2","0","0","-"
"81","Mattias Ekholm","EDM","D","10","171.21666666666667","0","5","2","3","5","41.67","13","0.00","0.56","30","19","9","1","1","1","8","4","4","0","0","0","11","1","4","10","10","0","0","-"
"82","Vladimir Tarasenko","MIN","R","10","125.75","3","2","2","0","5","71.43","14","21.43","1.17","24","19","15","4","0","1","0","0","0","0","0","0","10","1","5","5","4","0","0","-"
"83","Mark Stone","VGK","R","5","66.58333333333333","1","4","3","1","5","100.00","4","25.00","0.49","10","8","7","3","1","0","2","1","1","0","0","0","5","4","0","5","3","1","1","50.00"
"84","Gabriel Landeskog","COL","L","6","94.31666666666666","2","3","1","2","5","62.50","17","11.76","1.43","25","21","14","5","0","2","8","4","4","0","0","1","3","0","5","4","2","19","16","54.29"
"85","Jonathan Marchessault","NSH","R","10","132.9","2","3","3","0","5","62.50","12","16.67","1.44","22","18","12","6","0","0","16","4","3","0","1","0","9","3","8","8","1","1","6","14.29"
"86","Hampus Lindholm","BOS","D","10","160.0","1","4","1","3","5","55.56","10","10.00","0.47","25","18","5","0","1","1","8","4","4","0","0","1","7","5","4","24","11","0","0","-"
"87","Mike Matheson","MTL","D","10","190.21666666666667","1","4","1","3","5","55.56","16","6.25","0.55","34","20","9","3","0","0","2","1","1","0","0","2","13","0","6","9","10","0","0","-"
"88","Jacob Trouba","ANA","D","10","181.86666666666667","2","3","2","1","5","50.00","23","8.70","0.66","38","27","6","2","0","4","8","4","4","0","0","2","8","3","10","6","8","0","0","-"
"89","Chandler Stephenson","SEA","C","10","127.71666666666667","1","4","2","2","5","83.33","6","16.67","0.61","7","7","6","5","0","1","0","0","0","0","0","1","7","4","0","2","4","54","55","49.54"
"90","Damon Severson","CBJ","D","10","205.1","2","3","1","2","5","55.56","11","18.18","0.51","27","16","3","0","2","2","11","4","3","1","0","1","10","7","2","13","15","0","0","-"
"91","Pavel Buchnevich","STL","L","10","128.71666666666667","2","3","2","1","5","62.50","16","12.50","1.68","30","24","21","9","2","2","0","0","0","0","0","0","10","3","1","2","4","20","36","35.71"
"92","Jake Guentzel","T.B","C","10","131.56666666666666","1","4","2","2","5","71.43","16","6.25","1.7","28","21","22","10","0","0","2","1","1","0","0","2","9","1","4","10","4","24","34","41.38"
"93","William Nylander","TOR","R","10","152.91666666666666","2","3","3","0","5","71.43","22","9.09","2.56","33","30","21","11","3","5","0","0","0","0","0","1","9","4","0","4","4","4","5","44.44"
"94","Michael Amadio","OTT","R","10","157.71666666666667","3","2","0","2","5","100.00","17","17.65","2.11","30","24","20","11","0","3","2","1","1","0","0","4","5","6","12","12","7","2","3","40.00"
"95","Jake Evans","MTL","C","10","122.96666666666667","2","3","2","1","5","83.33","9","22.22","1.25","16","12","9","8","0","1","0","0","0","0","0","2","5","3","11","10","5","52","35","59.77"
"96","Tommy Novak","PIT","C","10","127.56666666666666","2","3","3","0","5","62.50","10","20.00","2.51","23","19","19","11","1","2","0","0","0","0","0","0","6","0","1","20","3","37","58","38.95"
"97","Zach Werenski","CBJ","D","7","147.66666666666666","1","4","2","2","5","71.43","19","5.26","1.64","59","34","24","3","1","10","2","1","1","0","0","1","10","4","4","6","8","0","0","-"
"98","Anthony Beauvillier","WSH L,","R","10","139.3","2","3","1","2","5","83.33","16","12.50","1.98","31","24","17","11","1","2","0","0","0","0","0","0","9","3","10","17","8","6","4","60.00"
"99","Thomas Chabot","OTT","D","10","181.4","1","4","3","1","5","41.67","13","7.69","0.58","27","16","5","1","0","3","6","3","3","0","0","0","12","4","4","12","12","0","0","-"
"100","Lawson Crouse","UTA","L","10","123.51666666666667","3","2","1","1","5","71.43","18","16.67","2.68","36","25","26","16","0","6","0","0","0","0","0","1","5","0","15","4","2","3","3","50.00"
"101","Artemi Panarin","L.A","L","7","117.3","2","3","0","3","5","55.56","12","16.67","1.04","33","22","17","4","0","2","2","1","1","0","0","0","10","2","1","2","0","0","0","-"
"102","Mathieu Olivier","CBJ","R","10","139.11666666666667","4","1","0","1","5","62.50","19","21.05","2.35","32","26","22","11","0","2","27","4","1","1","2","1","2","0","26","6","6","0","4","0.00"
"103","Robert Thomas","STL","C","4","55.46666666666667","2","3","2","1","5","71.43","10","20.00","1.76","14","12","11","7","0","4","2","1","1","0","0","0","6","1","0","3","5","25","25","50.00"
"104","Miro Heiskanen","DAL","D","10","174.06666666666666","0","5","2","3","5","55.56","19","0.00","0.87","45","29","13","3","0","4","6","3","3","0","0","2","10","0","4","17","14","0","0","-"
"105","Josh Norris","BUF","C","7","81.86666666666666","2","3","3","0","5","83.33","6","33.33","0.59","10","9","8","2","0","1","0","0","0","0","0","1","4","2","0","10","2","40","45","47.06"
"106","Ryan Poehling","ANA","C","10","133.6","2","3","1","2","5","71.43","14","14.29","1.34","22","18","13","8","0","1","2","1","1","0","0","1","5","5","5","5","6","57","56","50.44"
"107","Cale Makar","COL","D","10","170.41666666666666","2","3","1","2","5","41.67","12","16.67","0.65","40","23","12","1","0","3","2","1","1","0","0","5","10","3","6","5","9","0","0","-"
"108","Parker Kelly","COL","C","10","123.91666666666667","4","1","0","1","5","100.00","11","36.36","1.59","26","19","15","6","0","1","6","3","3","0","0","2","8","4","22","27","9","13","13","50.00"
"109","Kirill Marchenko","CBJ","R","8","123.11666666666666","1","4","3","1","5","62.50","11","9.09","1.36","28","21","15","3","0","3","6","3","3","0","0","1","9","5","4","12","1","2","1","66.67"
"110","Philip Broberg","STL","D","10","187.01666666666668","1","4","2","2","5","62.50","8","12.50","0.54","19","16","6","1","0","1","2","1","1","0","0","3","12","1","4","17","6","0","0","-"
"111","Vasily Podkolzin","EDM","R","10","136.96666666666667","3","2","2","0","5","83.33","17","17.65","1.79","27","25","18","7","1","4","7","2","1","1","0","1","3","2","35","10","6","1","2","33.33"
"112","Seth Jarvis","CAR","C","10","139.51666666666668","3","2","2","0","5","71.43","21","14.29","2.8","39","34","30","17","1","2","0","0","0","0","0","2","5","5","7","7","4","3","3","50.00"
"113","Tim Stützle","OTT","C","10","134.68333333333334","3","2","2","0","5","83.33","15","20.00","1.52","30","25","18","8","0","0","0","0","0","0","0","2","3","2","10","11","4","23","26","46.94"
"114","Luke Evangelista","NSH","R","10","149.45","1","4","2","2","5","62.50","14","7.14","1.94","35","21","18","10","0","4","2","1","1","0","0","0","1","3","1","15","1","0","0","-"
"115","Jackson Blake","CAR","R","10","141.56666666666666","2","3","2","1","5","62.50","15","13.33","1.96","38","23","21","8","0","6","4","2","2","0","0","2","8","3","2","10","5","0","0","-"
"116","Denton Mateychuk","CBJ","D","10","167.11666666666667","2","3","1","2","5","41.67","11","18.18","0.83","26","18","10","3","0","4","0","0","0","0","0","1","8","1","0","23","6","0","0","-"
"117","Liam Ohgren","VAN","L","10","134.86666666666667","3","2","2","0","5","83.33","15","20.00","1.07","22","19","13","1","0","3","0","0","0","0","0","0","7","2","4","8","5","2","4","33.33"
"118","Connor Bedard","CHI","C","10","156.11666666666667","2","3","3","0","5","83.33","20","10.00","2.6","46","38","25","9","1","3","4","2","2","0","0","3","13","2","8","7","2","34","51","40.00"
"119","Matthew Schaefer","NYI","D","10","196.71666666666667","4","1","1","0","5","50.00","19","21.05","0.76","58","29","18","3","0","6","6","3","3","0","0","2","4","1","2","35","10","0","0","-"
"120","Michael Misa","S.J","C","10","109.71666666666667","2","3","0","3","5","62.50","7","28.57","1.57","14","11","11","9","0","2","2","1","1","0","0","1","1","0","5","12","2","30","45","40.00"
"121","Ryan McDonagh","T.B","D","10","131.41666666666666","1","3","2","1","4","44.44","5","20.00","0.3","17","11","6","0","0","0","4","2","2","0","0","0","8","4","1","9","3","0","0","-"
"122","Erik Karlsson","PIT","D","10","163.75","2","2","0","2","4","40.00","16","12.50","0.95","43","28","10","2","0","7","4","2","2","0","0","3","11","6","6","13","6","0","0","-"
"123","Marcus Johansson","MIN","L","8","99.11666666666666","0","4","3","1","4","57.14","5","0.00","0.91","17","10","7","3","0","1","0","0","0","0","0","1","5","2","0","6","3","0","0","-"
"124","Brayden Schenn","NYI, STL","C","9","123.91666666666667","0","4","3","1","4","66.67","10","0.00","1.41","18","16","11","7","0","0","0","0","0","0","0","0","5","0","24","5","3","27","23","54.00"
"125","Reilly Smith","VGK","R","9","111.31666666666666","2","2","1","1","4","66.67","15","13.33","1.72","21","19","14","9","0","4","2","1","1","0","0","2","5","0","4","4","2","0","2","0.00"
"126","Erik Haula","NSH","L","10","132.76666666666668","2","2","1","1","4","80.00","11","18.18","1.43","19","17","14","9","0","3","10","4","4","0","0","1","6","1","14","4","5","57","58","49.57"
"127","Anders Lee","NYI","L","10","119.65","2","2","2","0","4","57.14","17","11.76","3.34","30","26","23","14","1","10","0","0","0","0","0","0","12","1","15","8","1","2","2","50.00"
"128","Mats Zuccarello","MIN","R","10","149.61666666666667","3","1","1","0","4","57.14","16","18.75","1.77","31","25","18","6","1","3","0","0","0","0","0","1","11","2","4","9","5","5","2","71.43"
"129","Jason Zucker","BUF","L","10","112.0","4","0","0","0","4","57.14","18","22.22","2.9","31","28","23","19","1","3","5","1","0","1","0","3","15","2","4","8","5","3","2","60.00"
"130","Justin Faulk","DET, STL","D","9","153.36666666666667","0","4","3","1","4","44.44","12","0.00","0.78","32","22","10","4","0","6","2","1","1","0","0","0","7","3","9","4","8","0","0","-"
"131","Zach Hyman","EDM","L","10","158.81666666666666","2","2","2","0","4","50.00","14","14.29","3.49","32","27","26","20","0","5","4","2","2","0","0","1","6","0","4","7","4","0","0","-"
"132","Vincent Trocheck","NYR","C","9","121.31666666666666","0","4","2","2","4","57.14","5","0.00","0.62","12","10","5","3","0","1","14","3","2","0","1","2","8","2","22","6","4","66","40","62.26"
"133","Nick Cousins","OTT","C","10","142.21666666666667","1","3","1","2","4","66.67","16","6.25","2.33","23","20","15","9","0","4","9","3","2","1","0","1","4","4","26","23","7","0","1","0.00"
"134","Jean-Gabriel Pageau","NYI","C","10","119.91666666666667","2","2","1","1","4","66.67","11","18.18","1.49","19","15","14","8","2","2","0","0","0","0","0","0","7","2","17","8","3","78","43","64.46"
"135","Boone Jenner","CBJ","C","9","111.81666666666666","1","3","1","2","4","100.00","11","9.09","1.28","26","22","12","3","3","0","2","1","1","0","0","2","7","2","18","9","6","19","29","39.58"
"136","Scott Laughton","L.A, TOR","C","9","94.11666666666666","2","2","1","1","4","133.33","10","20.00","0.82","21","19","9","2","0","1","9","3","2","1","0","3","9","2","16","4","2","36","26","58.06"
"137","Tom Wilson","WSH","R","9","127.16666666666667","2","2","1","1","4","50.00","11","18.18","1.92","21","17","15","8","1","3","9","3","2","1","0","3","15","1","18","6","8","0","0","-"
"138","Filip Forsberg","NSH","L","10","144.4","3","1","0","1","4","80.00","27","11.11","2.15","51","35","21","10","0","6","2","1","1","0","0","1","6","4","7","5","0","0","1","0.00"
"139","Shayne Gostisbehere","CAR","D","9","119.15","3","1","0","1","4","66.67","16","18.75","0.71","32","25","9","2","0","1","0","0","0","0","0","1","6","5","7","4","6","0","0","-"
"140","Jordan Martinook","CAR","L","10","126.81666666666666","1","3","2","1","4","50.00","17","5.88","1.71","31","26","18","9","0","3","8","4","4","0","0","4","3","1","7","8","3","2","1","66.67"
"141","Connor Brown","N.J","R","10","129.36666666666667","1","3","2","1","4","100.00","10","10.00","1.37","19","17","12","6","1","1","0","0","0","0","0","1","6","0","1","7","2","0","0","-"
"142","MacKenzie Weegar","CGY, UTA","D","9","156.31666666666666","0","4","0","4","4","66.67","10","0.00","0.46","36","21","7","1","1","2","2","1","1","0","0","0","12","3","12","16","22","0","0","-"
"143","Michael McCarron","MIN, NSH","C","9","103.86666666666666","3","1","0","1","4","133.33","17","17.65","2.68","25","23","15","13","0","2","8","4","4","0","0","4","3","3","22","8","8","34","38","47.22"
"144","Artturi Lehkonen","COL","L","7","79.86666666666666","2","2","2","0","4","80.00","9","22.22","1.74","18","15","13","8","0","1","0","0","0","0","0","0","4","0","2","12","1","0","3","0.00"
"145","Tyler Bertuzzi","CHI","L","10","140.46666666666667","1","3","0","3","4","66.67","8","12.50","1.57","23","18","16","11","0","2","2","1","1","0","0","3","10","1","5","9","4","2","5","28.57"
"146","Bo Horvat","NYI","C","10","155.01666666666668","4","0","0","0","4","40.00","27","14.81","2.99","46","37","29","13","1","7","0","0","0","0","0","2","10","2","12","8","9","67","56","54.47"
"147","Valeri Nichushkin","COL","R","10","135.5","0","4","2","2","4","66.67","15","0.00","1.33","43","27","17","6","0","4","2","1","1","0","0","2","7","4","7","6","4","0","1","0.00"
"148","Tony DeAngelo","NYI","D","10","188.56666666666666","1","3","2","1","4","57.14","11","9.09","0.64","33","20","7","2","1","2","2","1","1","0","0","1","7","3","5","12","10","0","0","-"
